parent_asin,price,rated,Leaf_Category,Color,Chipset Brand,Operating System,Average Battery Life (in hours),RAM_Size,RAM_Type,Storage_Size,Storage_Type,Screen_Category,Brand_Normalized,Weight_Category
B00SIJG8PQ,649.99,Well,Traditional Laptops,,NVIDIA,Windows 8,,16GB,DDR3,512GB,SSD,Compact,Dell,Heavy
B00SIJMTKO,999.0,Well,Traditional Laptops,Silver,Intel,Windows 8,15 Hours,8GB,DDR3L,256GB,SSD,Compact,Dell,Light
B00SJ2G7UI,399.99,Decent,Traditional Laptops,Black,AMD,Windows 7,9 Hours,8GB,DDR3L,500GB,HDD,,Lenovo,Heavy
B00SQFYXF4,54.95,Well,Traditional Laptops,Gray,Intel,Chrome OS,9 Hours,2GB,DDR3L,,SSD,Compact,Acer,Light
B00T0QZL40,94.99,Well,Traditional Laptops,Black,Intel,Chrome OS,8 Hours,4GB,DDR3L,,SSD,Normal,Acer,Heavy
B00T0ZI3DW,367.99,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,4GB,DDR3L,500GB,HDD,Compact,Dell,Heavy
B00T3MIZO4,379.95,Well,Traditional Laptops,Black,Intel,Windows 7 Professional,10 Hours,4GB,DDR3L,500GB,HDD,Compact,Lenovo,Light
B00T3O896Q,729.0,Well,Traditional Laptops,Black,NVIDIA,Windows 7 Professional,11.1 Hours,8GB,DDR3L,500GB,HDD,Normal,Lenovo,Heavy
B00TB8L0B0,199.99,Decent,Traditional Laptops,Black,AMD,Windows 7,5 Hours,4GB,DDR3L,320GB,HDD,Normal,Lenovo,Heavy
B00THTIZ0W,349.99,Highly,Traditional Laptops,Silver,Intel,Chrome OS,13 Hours,4GB,DDR4,32GB,eMMC,Compact,HP,Heavy
B00TP5AZFQ,426.49,Decent,Traditional Laptops,Greyish Black,Intel,other,,8GB,DDR4,256GB,SSD,Compact,ASUS,Light
B00TZKSK94,1299.0,Well,Traditional Laptops,,NVIDIA,Windows 8.1,,16GB,DDR3L,256GB,SSD,Compact,Razer,Heavy
B00U19R2A6,399.0,Well,Traditional Laptops,Black,AMD,Windows 8.1 Pro,6 Hours,4GB,DDR3L,320GB,HDD,Normal,Lenovo,Heavy
B00U7LBZHE,549.99,Well,Traditional Laptops,Imperial Black,Intel,Windows 8,10.5 Hours,8GB,DDR3L,256GB,SSD,Compact,Samsung,Light
B00U8PKE0S,399.99,Decent,Traditional Laptops,Black/grey,Intel,Windows 8.1,,8GB,DDR3,1TB,HDD,Normal,ASUS,Heavy
B00U9W5EE6,399.99,Well,Traditional Laptops,Silver,Intel,Windows 8.1,,6GB,DDR3L,750GB,HDD,Compact,Toshiba,Light
B00UEAHM9S,199.99,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,4GB,DDR4,256GB,SSD,Compact,ASUS,Light
B00UWO7AP2,219.95,Decent,Traditional Laptops,Dark Blue,Intel,Windows 8.1,8 Hours,2GB,DDR3,,SSD,Compact,ASUS,Light
B00V7CAKKK,49.99,Decent,Traditional Laptops,Black,Intel,Chrome OS,9.5 Hours,4GB,DDR3L,16GB,SSD,Compact,Lenovo,Light
B00VBOCHQO,1723.5,Well,Traditional Laptops,Black,NVIDIA,Windows 8,5 Hours,8GB,DDR3,1TB,HDD,Normal,Lenovo,Heavy
B00VBOCIE0,1985.5,Decent,Traditional Laptops,Black,NVIDIA,Windows 8,5 Hours,16GB,DDR3,16GB,SSD,,Lenovo,Heavy
B00VKL0I96,146.49,Decent,Traditional Laptops,Black/silver,Intel,Windows 10;,1 Hours,4GB,DDR3,128GB,SSD,Normal,Dell,Light
B00VNR10DK,299.95,Well,2 in 1 Laptops,Dark Blue,Intel,Windows 8.1,9 Hours,2GB,DDR3,32GB,SSD,Compact,ASUS,Light
B00VSFL35W,949.0,Highly,Traditional Laptops,Space Gray,Intel,Mac OS,10 Hours,8GB,DDR3,512GB,SSD,Compact,Apple,Light
B00W4AMWCI,175.0,Highly,Traditional Laptops,Black,Intel,Windows 10 Pro,2 Hours,8GB,DDR3,512GB,HDD,Compact,Lenovo,Heavy
B00WF8IM1E,351.0,Decent,Traditional Laptops,Black,AMD,Windows 8,6 Hours,6GB,DDR3,1TB,HDD,,Lenovo,Heavy
B00WL66Q1S,999.99,Well,Traditional Laptops,Silver,Intel,Windows 8,4.5 Hours,12GB,DDR3L,1TB,HDD,Huge,HP,Heavy
B00WF9YNL6,889.0,Highly,Traditional Laptops,Black,Intel,Windows 8,6.5 Hours,4GB,DDR3L,500GB,HDD,Normal,Dell,Heavy
B00WU37B2K,219.95,Decent,Traditional Laptops,Red,Intel,Windows 8.1,11,2GB,DDR3,64GB,SSD,Compact,ASUS,Light
B01DO8F82Y,1050.0,Decent,Traditional Laptops,Black,Intel,Windows 10,,8GB,DDR3,1TB,HDD,Normal,ASUS,Light
B00X5X4230,70.0,Well,Traditional Laptops,Black,NVIDIA,Chrome OS,13 Hours,4GB,DDR3L,16GB,SSD,Compact,Acer,Light
B00XARX1C4,362.07,Decent,Traditional Laptops,,Intel,Chrome OS,8.5 Hours,2GB,DDR3L,16GB,HDD,Compact,Acer,Light
B00XDXGQ3Q,349.0,Well,Traditional Laptops,Black,Intel,Windows 8,,6GB,DDR3L,750GB,HDD,Normal,HP,Heavy
B00XF0AQH4,269.97,Well,Traditional Laptops,,,Windows 7,,,,,,Normal,Lenovo,
B00XLZWN8S,287.99,Decent,Traditional Laptops,,Intel,Windows 7,,4GB,DDR3,500GB,HDD,Compact,HP,Heavy
B00XQXZ364,899.97,Well,Traditional Laptops,Silver,NVIDIA,Windows 8,,8GB,DDR3L,1TB,HDD,Huge,Alienware,Heavy
B00YKF5OWU,494.63,Well,Traditional Laptops,,NVIDIA,Windows 7,,8GB,DDR3,500GB,HDD,Normal,Lenovo,Light
B00ZOO1RFO,889.0,Decent,Traditional Laptops,,Intel,Windows 8.1,5 Hours,4GB,DDR3L,,HDD,Normal,Dell,Heavy
B00ZTRAGWQ,109.0,Well,Traditional Laptops,Silver,Intel,Windows 7 Professional,,8GB,DDR3,128GB,SSD,Compact,Latitude,Light
B0100AC8GI,399.0,Well,Traditional Laptops,Black,AMD,Windows 8.1,,4GB,DDR3,500GB,HDD,Normal,Lenovo,Heavy
B010C93X5M,82.0,Decent,Traditional Laptops,Gray,Intel,Chrome OS,11 Hours,4GB,DDR3L,16GB,SSD,Compact,HP,Light
B010C93ZZA,63.0,Decent,Traditional Laptops,Black/grey,Intel,Chrome OS,11 Hours,2GB,DDR3L,16GB,SSD,Compact,HP,Light
B0124J6KJO,223.04,Well,Traditional Laptops,Silver,Intel,Windows 10,,8GB,DDR3,240GB,SSD,Compact,HP,Light
B012BSDEVK,2079.97,Well,Traditional Laptops,,NVIDIA,Windows 10,,16GB,DDR3L,256GB,HDD,Compact,Razer,Heavy
B012PHPI0M,799.81,Well,Traditional Laptops,,,Windows 8,,,,,,Compact,Dell,
B012VE1G5U,794.0,Decent,Traditional Laptops,Black,Intel,Windows 8,,8GB,DDR3L,1TB,HDD,Normal,Dell,Heavy
B01315TIZI,426.49,Decent,Traditional Laptops,Greyish Black,Intel,other,,8GB,DDR4,256GB,SSD,Compact,ASUS,Light
B013OO0GHA,499.99,Decent,2 in 1 Laptops,Black,,Windows 8.1,,,,,,Compact,Lenovo,
B0141R3OV4,774.99,Decent,2 in 1 Laptops,Machined Aluminum,Intel,Windows 10,11 Hours,8GB,DDR3,256GB,SSD,Compact,Dell,Light
B0144Z3DD2,390.0,Decent,Traditional Laptops,Silver,Intel,Windows 10,,8GB,DDR3L,1TB,HDD,Normal,Dell,Heavy
B0144Z43MM,699.0,Decent,2 in 1 Laptops,Silver,Intel,Windows 10,6 Hours,4GB,DDR3L,500GB,HDD,Compact,Dell,Light
B014LQS88O,339.0,Decent,Traditional Laptops,Black,Intel,Windows 10,,4GB,,128GB,SSD,Compact,Lenovo,Heavy
B014MIBQXA,144.99,Decent,Traditional Laptops,Black,Intel,Chrome OS,8 Hours,2GB,,16GB,SSD,Compact,Lenovo,Light
B01FV1DYL4,599.0,Well,2 in 1 Laptops,Black,,Windows 10,,,,,,Normal,Lenovo,
B01550MWHI,246.0,Highly,Traditional Laptops,Brushed Aluminum,Intel,OS X 10.8 Mountain Lion,9 Hours,8GB,DDR3,128GB,SSD,,Apple,Light
B019AKKNSO,598.99,Well,Traditional Laptops,,Intel,Windows 10 Home,,8GB,DDR3L,1TB,HDD,Normal,Acer,Heavy
B015FJCXJG,150.0,Well,Traditional Laptops,,Intel,,,8GB,DDR3,500GB,HDD,,Lenovo,Light
B015PYZH80,995.81,Well,Traditional Laptops,Matte Silver,Intel,Windows 10,,8GB,DDR3L,1TB,HDD,Normal,Dell,Heavy
B015TPLFFO,238.0,Decent,Traditional Laptops,,Intel,Windows 11,,4GB,DDR4,128GB,SSD,Compact,Lenovo,Light
B015XCTA0U,309.0,Well,Traditional Laptops,,Intel,Other,,,,32GB,eMMC,Compact,Dell,Light
B015ZD702C,169.95,Decent,Traditional Laptops,Red,Intel,Chrome OS,10 Hours,4GB,DDR3,16GB,eMMC,Compact,ASUS,Light
B015ZD71P8,129.0,Decent,Traditional Laptops,White,Intel,Chrome OS,8 Hours,4GB,,16GB,eMMC,Compact,HP,Light
B01605ZRBK,298.0,Decent,2 in 1 Laptops,,Intel,Windows 10 Professional,10 Hours,8GB,,,,Compact,Microsoft,Light
B01609RRMI,286.29,Well,Traditional Laptops,,AMD,Windows 10,,4GB,,120GB,SSD,Compact,Lenovo,Light
B0161DGXIC,385.0,Decent,2 in 1 Laptops,Denum White,Intel,Chrome OS,10 Hours,2GB,DDR3L,32GB,SSD,Compact,Acer,Light
B0163KN5AC,1099.99,Decent,Traditional Laptops,,NVIDIA,Windows 10 Home,,16GB,DDR3,256TB,SSD,Huge,HP,Heavy
B0167W1VAM,475.0,Decent,Traditional Laptops,Red,Intel,Windows 10,7 Hours,2GB,DDR3L,32GB,HDD,Compact,Lenovo,Light
B0167Z1G1S,429.99,Well,Traditional Laptops,Silver,Intel,Windows 10,5 Hours,4GB,DDR3,500GB,HDD,Normal,Dell,Heavy
B016ITC80Q,849.0,Well,Traditional Laptops,,Intel,Windows 10 Home,,,,1TB,HDD,Normal,Dell,Heavy
B016J9LHSO,45.0,Highly,Traditional Laptops,Silver,Intel,Chrome OS,8.15 Hours,4GB,DDR3L,16GB,SSD,Compact,HP,Light
B016OYO0AG,879.0,Decent,Traditional Laptops,Silver,Intel,Windows 10,7 Hours,8GB,DDR3L,1TB,HDD,Normal,Dell,Heavy
B016UF59WW,379.76,Decent,Traditional Laptops,,Intel,Windows 8.1,120 Hours,64GB,DDR4,,HDD,Compact,ASUS,Heavy
B016VLDPMQ,459.0,Decent,Traditional Laptops,Black,Intel,Windows 10,,4GB,DDR3L,500GB,HDD,Normal,Dell,Heavy
B016WM8R9A,1399.99,Well,2 in 1 Laptops,,Intel,Windows 10 Home 64,,8GB,DDR3L,256GB,SSD,Compact,Lenovo,Light
B0174X43LM,358.0,Well,Traditional Laptops,Black,Intel,Chrome OS,,4GB,DDR3L,16GB,SSD,Compact,Acer,Light
B0178JBBMG,799.95,Well,Traditional Laptops,Black,NVIDIA,Windows 7 Professional,10.8 Hours,16GB,,500GB,HDD,Huge,Lenovo,Light
B018A60A28,549.0,Well,Traditional Laptops,Black,Intel,Windows 10,6.75 Hours,8GB,DDR3,128GB,SSD,Compact,Dell,Light
B0178JBNMO,367.65,Well,Traditional Laptops,Black,Intel,Windows 7 Professional,9 Hours,4GB,DDR3L,500GB,HDD,Normal,Lenovo,Heavy
B0178JBPK4,549.97,Well,Traditional Laptops,Black,AMD Radeon,Windows 7 Professional,9 Hours,8GB,DDR3L,500GB,HDD,Normal,Lenovo,Heavy
B0178JC5MG,284.99,Decent,2 in 1 Laptops,Black,Intel,Windows 10 Pro 64-bit Edition,10 Hours,8GB,,256GB,SSD,Compact,Lenovo,Heavy
B017EHQX0W,198.0,Well,Traditional Laptops,,Intel,Windows 10,7 Hours,2GB,DDR4,,,Compact,Toshiba,
B017PGNECW,349.0,Well,Traditional Laptops,,Intel,"Windows 8.1, Windows 10",,2GB,,32GB,HDD,Compact,HP,Light
B0181OV6JA,538.99,Decent,Traditional Laptops,Silver,Intel,Windows 10,4.5 Hours,4GB,DDR3,1TB,HDD,Normal,ASUS,Heavy
B0186JDMOW,899.0,Well,Traditional Laptops,Black,NVIDIA,Windows 7 Professional,13.2 Hours,16GB,DDR4,256GB,SSD,Normal,Lenovo,Heavy
B018DYW7VE,349.99,Decent,Traditional Laptops,,,,,,,,,,Unknown,
B018DZD55A,852.0,Decent,Traditional Laptops,Silver,Intel,Windows 10,5 Hours,4GB,DDR3L,1TB,HDD,Huge,HP,Heavy
B018HIHCAW,269.96,Decent,Traditional Laptops,Silver,Intel,MacOS 10.14 Mojave,8 Hours,4GB,DDR3,256GB,SSD,,Apple,Light
B018KGK3XO,1249.0,Highly,Traditional Laptops,Metallic,NVIDIA,Windows 10,5 Hours,16GB,,128GB,SSD,Normal,ASUS,Heavy
B018KMI2MW,385.0,Decent,Traditional Laptops,Black,Intel,Windows 10,5 Hours,4GB,DDR3,500GB,HDD,Normal,ASUS,Heavy
B018KYXBBC,499.0,Decent,Traditional Laptops,Silver,Intel,other,,8GB,DDR3,1TB,HDD,Normal,HP,Heavy
B018P2ABTE,244.0,Well,Traditional Laptops,,Intel,Windows 10,,2GB,DDR4,32GB,eMMC,Compact,Dell,Light
B01949ONY6,1499.99,Well,Traditional Laptops,Silver,Intel,Windows 10 Home,,8GB,,1TB,HDD,Huge,HP,Heavy
B019LA01I0,599.99,Well,Traditional Laptops,Brushed Metal,NVIDIA,Windows 10,,12GB,DDR4,128GB,HDD,Normal,Toshiba,Heavy
B019TTJ40O,254.99,Well,Traditional Laptops,Silver matte,Intel,Windows 10,7 Hours,8GB,DDR3L,1TB,HDD,Normal,Dell,Heavy
B019TTJ5LM,990.0,Well,Traditional Laptops,Silver matte,Intel,Windows 10,7 Hours,8GB,DDR3L,1TB,HDD,Normal,Dell,Heavy
B01MXWTH0K,939.0,Well,2 in 1 Laptops,Silver,Intel,Windows 10,10 Hours,8GB,DDR4,256GB,SSD,Compact,Lenovo,Light
B019TTJ5RQ,539.0,Well,Traditional Laptops,Silver matte,Intel,Windows 10,7 Hours,8GB,DDR3L,1TB,HDD,Normal,Dell,Heavy
B019X2IE3K,538.99,Decent,Traditional Laptops,Silver,Intel,Windows 10,4.5 Hours,4GB,DDR3,1TB,HDD,Normal,ASUS,Heavy
B019ZZBCC0,99.99,Decent,Traditional Laptops,Black,Intel,Chrome OS,8 Hours,2GB,DDR3,32GB,SSD,Compact,Acer,Light
B01A6I4OO8,538.99,Decent,Traditional Laptops,Silver,Intel,Windows 10,4.5 Hours,4GB,DDR3,1TB,HDD,Normal,ASUS,Heavy
B01AKYJMVI,699.0,Well,2 in 1 Laptops,Black,NVIDIA,Windows 10,,8GB,DDR3,256GB,SSD,Compact,Lenovo,Heavy
B01AM5Z6SI,460.0,Well,2 in 1 Laptops,Black,Intel,Windows 10 Home,8 Hours,4GB,,500GB,HDD,Compact,Lenovo,Light
B01HTAOATK,448.52,Decent,Traditional Laptops,Black,AMD,Windows 10,5 Hours,8GB,DDR3,1000GB,HDD,Normal,Lenovo,Heavy
B01AZUQFGC,869.99,Well,Traditional Laptops,Silver,Intel,Windows 10,5 Hours,4GB,DDR3,1TB,HDD,Huge,HP,Heavy
B01B16MXLU,299.99,Highly,2 in 1 Laptops,Black,Intel,Windows 10 Pro 64,,4GB,DDR3,128GB,SSD,Compact,Lenovo,Light
B01B1YYKSG,356.0,Highly,Traditional Laptops,Silver,Intel,Mac OS,9 Hours,8GB,DDR3,256GB,SSD,Compact,Apple,Light
B01B24A3W2,149.0,Decent,Traditional Laptops,Mineral Gray,Intel,Windows 10,8 Hours,2GB,DDR3L,32GB,eMMC,Compact,Acer,Light
B01B3Z8WJG,995.68,Well,Traditional Laptops,,Intel,Windows 10 Home,,4GB,DDR3,128GB,SSD,Compact,Acer,Light
B01B6KT8AA,59.99,Decent,Traditional Laptops,,Intel,Chrome OS,8 Hours,4GB,DDR4,,SSD,Compact,Toshiba,Heavy
B01B9APNG0,399.99,Decent,Traditional Laptops,,Intel,Windows 10,14 Hours,4GB,DDR3,128GB,eMMC,Compact,ASUS,Light
B01BLRZCRG,359.99,Decent,Traditional Laptops,Black,Intel,Windows 10,5 Hours,4GB,DDR3L,1TB,HDD,Normal,HP,Heavy
B01BM8G3UY,379.0,Well,Traditional Laptops,Silver,AMD,Windows 10,6 Hours,8GB,DDR3L,1TB,HDD,Normal,Dell,Heavy
B01BMERZJ6,399.99,Decent,Traditional Laptops,,Intel,Windows 10,10 Hours,8GB,DDR3,256GB,SSD,,ASUS,Light
B01C086TLS,349.99,Decent,Amazon Unlimited Storage + Laptop Promotion,,AMD,Windows 10,8 Hours,8GB,,256GB,SSD,Normal,ASUS,Light
B01LWZ7JB2,689.0,Well,Traditional Laptops,Sparkly Silver,Intel,Windows 10,10 Hours,8GB,DDR4,,HDD,Compact,Acer,Light
B01C7UGP04,239.0,Well,Traditional Laptops,Electric Blue,Intel,Windows 10,12 Hours,2GB,DDR3L,32GB,HDD,Compact,Acer,Light
B01C9GV646,414.99,Decent,Traditional Laptops,,Nvidia,Windows 10 Professional,,8GB,,128GB,HDD,,Microsoft,Light
B01C9NYGD2,221.74,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,4GB,DDR3,512GB,HDD,Normal,HP,Heavy
B01CDF0UMC,518.98,Well,Traditional Laptops,Gray,Intel,Windows 10 Home,,6GB,DDR3,1000GB,SSD,Normal,HP,Heavy
B01CJNRC3S,750.0,Well,Traditional Laptops,Black,Intel,Windows 10 DG Windows 7 Pro 64,10 Hours,8GB,DDR3L,256GB,SSD,,Lenovo,Light
B01CK5VY3Y,28.99,Highly,Traditional Laptops,,,,,,,,,,ASUS,Light
B01CKDRKWU,99.0,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro,,4GB,DDR3,32GB,SSD,Compact,Lenovo,Light
B01CODYAOW,1948.26,Decent,Traditional Laptops,Aluminum Black,Intel,Windows 8,,16GB,DDR3L,128GB,HDD,Compact,MSI,Light
B01CU4E0KY,1269.99,Well,Traditional Laptops,Black,Intel,Windows 7 Professional,8 Hours,8GB,DDR3,256GB,SSD,Compact,Lenovo,Light
B01CVDWUYW,1299.99,Well,Traditional Laptops,Black Aluminum,Intel HD Graphics 520,Windows 10 Home,6 Hours,8GB,DDR3,256GB,SSD,Compact,Razer,Light
B01CVOLVPA,298.0,Highly,Traditional Laptops,Silver,Intel,Windows 10,12 Hours,4GB,DDR3,32GB,eMMC,Compact,Acer,Light
B01CZ5VKVA,59.99,Highly,Traditional Laptops,Black,,Chrome OS,,,,,,Compact,Samsung,
B01D1YFQM8,949.0,Well,Traditional Laptops,i5-6200U | Non-Touch | Silver,Intel,Windows 10 Home,11 Hours,8GB,DDR3,128GB,SSD,Compact,New-Xps-13,Light
B01D7SWQBW,198.0,Decent,Traditional Laptops,Silver,Intel,Windows 10 Home,,4GB,,250GB,HDD,Normal,Dell,Heavy
B01DAWW9C6,555.0,Well,Traditional Laptops,,AMD,Windows 10,,16GB,DDR3,1TB,SSD,Normal,HP,Heavy
B01DBGVB5C,240.0,Highly,Traditional Laptops,,Intel,Chrome OS,10 Hours,2GB,DDR3L,16GB,HDD,Compact,ASUS,Light
B01DF599WG,295.0,Well,2 in 1 Laptops,Black,Intel,Windows 10 Pro,12 Hours,4GB,DDR3L,128GB,SSD,Compact,Lenovo,Light
B01DHS3120,1399.0,Decent,Traditional Laptops,Black Aluminum,NVIDIA,Windows 10,,16GB,DDR3,256GB,HDD,Compact,Razer,Heavy
B01DMNX5PS,538.99,Decent,Traditional Laptops,Silver,Intel,Windows 10,4.5 Hours,4GB,DDR3,1TB,HDD,Normal,ASUS,Heavy
B01DSTR2V4,999.99,Well,2 in 1 Laptops,Black,Intel,Windows 10,6 Hours,8GB,DDR3,1TB,HDD,Normal,Dell,Heavy
B01DUMUWN4,389.0,Decent,Traditional Laptops,Silver,Intel,OS X 10.10 Yosemite,,8GB,DDR3,256GB,SSD,Compact,Apple,Light
B01DY9GSEK,499.0,Decent,Traditional Laptops,Silver,Intel,Windows 10,7.5 Hours,12GB,DDR3,1TB,HDD,Normal,Dell,Heavy
B01EYXZY7W,699.0,Well,2 in 1 Laptops,Black,Intel,Windows 10,,8GB,DDR3L,512GB,HDD,Normal,Dell,Heavy
B01F3R96A4,440.0,Decent,Traditional Laptops,Black,Intel,Windows 10,8 Hours,4GB,DDR3L,500GB,HDD,Normal,Dell,Heavy
B01F5LW3QC,929.99,Well,Traditional Laptops,Silver,NVIDIA,Windows 10,6.25 Hours,12GB,DDR3L,1TB,HDD,Huge,HP,Heavy
B01F7J3AEQ,232.74,Well,Traditional Laptops,Black,Intel,Windows 10 Pro,,6GB,DDR4,256GB,SSD,Compact,Dell,Light
B01FWJZ60C,185.87,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,4GB,,250GB,HDD,Compact,Dell,Heavy
B01FWKBZP6,169.0,Decent,Traditional Laptops,Gray,Intel,Windows 10,,4GB,DDR3,512GB,HDD,Compact,Dell,Heavy
B01FWUFBX8,239.99,Well,Traditional Laptops,,Intel,Windows 10 Pro,,6GB,DDR3,,SSD,Compact,Dell,Heavy
B01FX0P13C,54.0,Decent,Traditional Laptops,Navy Blue,ARM,Chrome OS,10 Hours,2GB,DDR3,,SSD,Compact,ASUS,Light
B01FX0UD6M,119.99,Decent,Traditional Laptops,Luminous Titan,ARM,Chrome OS,8.5 Hours,4GB,DDR3L,16GB,SSD,Compact,Samsung,Light
B01G9JCLW0,359.97,Well,Traditional Laptops,Black,Intel,Windows 7 Professional,6 Hours,8GB,DDR3,500GB,HDD,Normal,Lenovo,Heavy
B01GGB3WEC,169.57,Well,Traditional Laptops,,Intel,Windows 10 Home,,8GB,DDR3,320GB,HDD,Compact,Dell,Heavy
B01GGBHDV0,247.98,Well,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,DDR3,320GB,HDD,Compact,Dell,Heavy
B01GGGQ70S,136.98,Well,Traditional Laptops,,Intel,Windows 10,,8GB,DDR3,1TB,HDD,Compact,Dell,Light
B01GGNEYPQ,175.98,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro,1.5 Hours,8GB,DDR4,128GB,SSD,Compact,Dell,Heavy
B01GI6EX4I,138.98,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,DDR3,320GB,HDD,Compact,Dell,Heavy
B01HAQNGIO,370.0,Decent,2 in 1 Laptops,White,,Chrome OS,,,,,,Compact,Acer,
B01GKDW634,301.99,Decent,2 in 1 Laptops,,Intel,Windows 10 Pro,2 Hours,8GB,DDR3,500GB,HDD,Normal,Dell,Heavy
B01GQFBAZG,399.0,Well,Traditional Laptops,Gray,AMD,Windows 10 Home 64,3 Hours,8GB,DDR3,128GB,SSD,Normal,HP,Heavy
B01GSO8JHC,165.9,Well,Traditional Laptops,silver/black,Intel,Windows 10 Pro,,8GB,DDR3,250GB,HDD,Compact,HP,Light
B01GU28ZSU,180.98,Decent,Traditional Laptops,,Intel,Windows 10,,8GB,DDR3,320GB,HDD,Compact,Lenovo,Heavy
B01GVPF9B2,212.48,Well,Traditional Laptops,Steel Gray,Intel,Windows 10 Pro,,8GB,DDR3,320GB,HDD,Compact,HP,Light
B01GVVMIPG,184.69,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,DDR3,250GB,HDD,Compact,HP,Heavy
B01GVWPH3K,239.99,Well,Traditional Laptops,,AMD,Windows 10 Pro,,8GB,DDR3,500GB,HDD,Normal,HP,Light
B01GW03N6E,216.85,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,,320GB,SSD,Compact,HP,Heavy
B01H0GPB5K,382.19,Well,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,DDR4,128GB,HDD,Normal,Lenovo,Heavy
B01H5EFSJQ,79.0,Decent,Traditional Laptops,Business Black,Intel,Chrome OS,14 Hours,4GB,DDR3,16GB,SSD,Compact,Lenovo,Light
B01HAQG37A,749.99,Decent,Traditional Laptops,,NVIDIA,Windows 10,,12GB,DDR4,1000GB,HDD,Normal,ASUS,Heavy
B01HAQGXVQ,399.99,Decent,Traditional Laptops,Black,Intel,Windows 10,6 Hours,4GB,DDR3,1TB,HDD,Normal,Dell,Heavy
B01HAQHI7Y,549.0,Well,2 in 1 Laptops,Silver,Intel,Windows 10,7 Hours,12GB,DDR4,1TB,HDD,Normal,ASUS,Heavy
B01HAQN5GC,1499.81,Well,Traditional Laptops,Silver and black,NVIDIA,Windows 10 Home,,16GB,,,SSD,Normal,Dell,Heavy
B01HBJ60ME,138.0,Decent,Traditional Laptops,Black,Intel,Chrome OS,10 Hours,4GB,,16GB,SSD,,Lenovo,Light
B01HHB8B9Q,129.99,Highly,Traditional Laptops,Black,Intel,Chrome OS,12.83 Hours,4GB,DDR3,16GB,SSD,Compact,HP,Light
B01HP8937A,749.0,Well,2 in 1 Laptops,Black,Intel,Windows 10,,8GB,DDR4,256GB,SSD,Compact,Lenovo,Light
B01HP8F7IO,599.99,Decent,2 in 1 Laptops,Black,Intel,Windows 10,,8GB,DDR4,1000GB,HDD,Normal,Lenovo,Heavy
B01HVLH5OO,299.99,Well,Traditional Laptops,Black,Intel,Windows 10,4 Hours,4GB,,500GB,HDD,Normal,Lenovo,Heavy
B01HVNO1HG,319.83,Highly,Traditional Laptops,Black,Intel,Windows 10,5 Hours,8GB,DDR4,1TB,HDD,Normal,Lenovo,Heavy
B01I4H1PSQ,275.0,Well,2 in 1 Laptops,Silver,Intel,Windows 10,,8GB,DDR4,1000GB,HDD,Compact,Samsung,Light
B01IHAHGI8,799.99,Well,Traditional Laptops,,NVIDIA,Windows 10 Home,,8GB,DDR4,1TB,HDD,Normal,Acer,Heavy
B01ISOO3S4,640.0,Well,2 in 1 Laptops,Black,Intel,Windows 10,8 Hours,8GB,DDR4,256GB,SSD,Normal,Lenovo,Heavy
B01J42JMQ2,289.16,Highly,Traditional Laptops,Gold,Intel,Chrome OS,12 Hours,4GB,DDR3,32GB,HDD,Compact,Acer,Light
B01J42JPJG,428.32,Highly,2 in 1 Laptops,White,Intel,Chrome OS,10 Hours,4GB,DDR3L,32GB,SSD,Compact,Acer,Light
B01J6B1X4K,435.63,Decent,Traditional Laptops,Gold,Intel,Chrome OS,,8GB,DDR3,256GB,SSD,Compact,Apple,Light
B01J6KR8G8,480.0,Well,Traditional Laptops,,Intel,Windows 10,,32GB,DDR3,128GB,eMMC,Compact,Lenovo,Light
B01JAUAMQM,469.0,Well,Traditional Laptops,Silver,NVIDIA,Windows 10,,8GB,DDR3,1TB,HDD,Normal,HP,Light
B01JFJJ5NE,299.0,Decent,Traditional Laptops,Black,Intel,Windows 10,3 Hours,4GB,DDR3,500GB,HDD,Normal,Lenovo,Heavy
B01JQMHVKE,250.0,Decent,Traditional Laptops,Black,AMD,Windows 10,5 Hours,6GB,DDR3,500GB,HDD,Normal,Dell,Heavy
B01K32L56C,184.24,Well,2 in 1 Laptops,,Intel,Windows 10 Pro,,8GB,DDR3,128GB,SSD,Compact,Dell,Light
B01K9HS4Q0,149.0,Decent,Traditional Laptops,Black,,Windows 10 Pro,,,,,,Compact,Lenovo,
B01KJ3GHHC,1499.0,Decent,Traditional Laptops,,,Windows 10,,,,,,Huge,ASUS,Heavy
B01KTRTATA,249.95,Decent,Traditional Laptops,,Intel,Windows 10,,8GB,DDR3,128GB,SSD,Compact,HP,Heavy
B01KTUTMKO,399.99,Decent,Traditional Laptops,Black,Intel,Windows 10,6 Hours,4GB,DDR3,1TB,HDD,Normal,Dell,Heavy
