parent_asin,title,main_category,categories,details,price,average_rating,rating_number,spec_keys_found,spec_keys
B01EYXR0HY,"MOSISO Compatible with MacBook Air 13 inch Case (Models: A1466 & A1369, Older Version 2010-2017 Release), Protective Plastic Hard Shell Case Cover, Turquoise",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Hard Shell Cases""]","{""Brand"": ""MOSISO"", ""Color"": ""Turquoise"", ""Shell Type"": ""Hard"", ""Form Factor"": ""Case"", ""Item Weight"": ""9.6 ounces"", ""Manufacturer"": ""Mosiso"", ""Item model number"": ""BC35065"", ""Compatible Devices"": ""MacBook Air 13 Inch No CD-ROM(A1369/A1466,Version 2017/2016/2015/2014/2013/2012/2011/2010/2009/2008)"", ""Product Dimensions"": ""12.9 x 9 x 0.8 inches"", ""Date First Available"": ""April 29, 2016"", ""Item Dimensions  LxWxH"": ""12.9 x 9 x 0.8 inches"", ""Standing screen display size"": ""13 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.2,104,1,Standing screen display size
B01949ONY6,"2016 HP Pavilion 17.3"" Flagship Laptop, 6th Gen Skylake Intel i7-6700HQ Quad-Core Processor(6M Cache, up to 3.5 GHz), FHD IPS Touchscreen, 8GB DDR3, 1TB HDD, DVD, HDMI, 802.11AC, Windows 10",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""8 GB DIMM"", ""Brand"": ""HP"", ""Color"": ""Silver"", ""Series"": ""hp pavillion"", ""CPU Model"": ""Core i7"", ""Processor"": ""2.6 GHz core_i7"", ""Hard Drive"": ""1 TB HDD"", ""Model Name"": ""hp pavillion"", ""Item Weight"": ""5 pounds"", ""Screen Size"": ""17.3 Inches"", ""Memory Speed"": ""3.5 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 170286, ""Traditional Laptop Computers"": 39743}, ""Flash Memory Size"": ""8 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""pavillion"", ""Product Dimensions"": ""12 x 1 x 12 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""December 9, 2015"", ""Graphics Coprocessor"": ""Intel HD Graphics 530"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920 x 1080"", ""Item Dimensions  LxWxH"": ""12 x 1 x 12 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""17.3 Inches""}",1499.99,3.9,22,15,"Standing screen display size, Graphics Coprocessor, RAM, Graphics Card Description, Hard Drive Interface"
B00O5VX2KK,"ASUS C300 ChromeBook 13.3 Inch (Intel Celeron, 2 GB, 16GB SSD, Red)",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""2 GB DDR3"", ""Brand"": ""ASUS"", ""Color"": ""Red"", ""Series"": ""C300 ChromeBook"", ""Voltage"": ""19 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Celeron"", ""Processor"": ""2.16 GHz celeron"", ""Hard Drive"": ""16 GB SSD"", ""Model Name"": ""C300 ChromeBook"", ""Item Weight"": ""3.1 pounds"", ""Screen Size"": ""13.3 Inches"", ""Battery Type"": ""Polymer"", ""Memory Speed"": ""1600 MHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""16 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Integrated Card Reader, DC in Jack, Cable Lock Slot, Built-in Microphone"", ""Card Description"": ""Integrated"", ""Operating System"": ""Chrome OS"", ""Best Sellers Rank"": {""Computers & Accessories"": 94861, ""Traditional Laptop Computers"": 20112}, ""Flash Memory Size"": ""16"", ""Hardware Platform"": ""PC"", ""Item model number"": ""C300MA-DH01-RD"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Optical Drive Type"": ""No"", ""Product Dimensions"": ""9.1 x 13 x 0.8 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""November 3, 2014"", ""Graphics Coprocessor"": ""Integrated Graphics"", ""Hard Drive Interface"": ""Unknown"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366*768 Pixels"", ""Item Dimensions  LxWxH"": ""9.1 x 13 x 0.8 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Number of USB 3.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""2 GB"", ""Standing screen display size"": ""13.3 Inches"", ""Average Battery Life (in hours)"": ""10 Hours""}",,4.5,276,19,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B07DGVDCM4,"MOSISO Compatible with MacBook Pro 13 inch Case with CD-ROM (Model: A1278, Old Version Release 2012-2008), Plastic Peony Hard Shell Case & Keyboard Cover Skin & Screen Protector, Black",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Hard Shell Cases""]","{""Brand"": ""MOSISO"", ""Color"": ""Black"", ""Shell Type"": ""Hard"", ""Form Factor"": ""Case"", ""Item Weight"": ""12 ounces"", ""Manufacturer"": ""Mosiso"", ""Item model number"": ""MO-3IN1-13MBR-NR-TBPeony-H051"", ""Compatible Devices"": ""Laptops"", ""Product Dimensions"": ""13 x 9.1 x 1.1 inches"", ""Date First Available"": ""July 28, 2018"", ""Item Dimensions  LxWxH"": ""13 x 9.1 x 1.1 inches"", ""Standing screen display size"": ""13 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.6,564,1,Standing screen display size
B0B14YBJQQ,Bay Valley Parts WDX0R Laptop Battery for dell Inspiron 15 5565 5567 5568 5578 7560 7570 7579 7569 13 5368 5378 7368 7378 17 5765 5767 5770 Series Notebook Battery Fits 3CRH3 T2JX4 FC92N CYMGM,All Electronics,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Batteries""]","{""Brand"": ""Bay Valley Parts"", ""Batteries"": ""1 Lithium Ion batteries required."", ""Item Weight"": ""8.4 ounces"", ""Manufacturer"": ""HuNan MAX New Energy Co.,Ltd"", ""Best Sellers Rank"": {""Electronics"": 209404, ""Laptop Batteries"": 3864}, ""Item model number"": ""HPVI05L7"", ""Package Dimensions"": ""9.53 x 5 x 1.65 inches"", ""Number of Batteries"": ""1 Lithium Ion batteries required."", ""Date First Available"": ""May 12, 2022"", ""Compatible Phone Models"": ""For DELL Inspiron 13 7368 7378 5368 5378 5379 15 5565 5567 5568 5578 7560 7570 7579 7569 17 5765 5767 5770 7460 Laptop BatteryFor DELL Inspiron 13 7368 7378 5368 5378 5379 15 5565 5567 5568 5578 7560 7570 7579 7569 17 5765 5767 5770 7460 Laptop Battery  See more"", ""Battery Cell Composition"": ""Lithium Ion"", ""Recommended Uses For Product"": ""Laptop""}",,3.5,13,1,Batteries
B0762FZZRM,"tomtoc 360 Protective Laptop Sleeve for 13-inch MacBook Air M1/A2337 A2179 2018-2021, MacBook Pro M1/A2338 A2251 A2289 2016-2021, 12.9 iPad Pro 5th/4th/3rd Gen, Accessory Case with 4 CornerArmors",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Sleeves""]","{""Brand"": ""tomtoc"", ""Color"": ""Dazzling Blue"", ""Series"": ""A13-c026"", ""Pattern"": ""Solid"", ""Material"": ""Polyester"", ""Department"": ""Unisex Adult"", ""Item Weight"": ""9.6 ounces"", ""Closure Type"": ""Zipper"", ""Manufacturer"": ""tomtoc"", ""Best Sellers Rank"": {""Laptop Sleeves"": 6239}, ""Item model number"": ""A13-C026"", ""Product Dimensions"": ""12.6 x 9.06 x 1.1 inches"", ""Date First Available"": ""September 29, 2017"", ""Item Dimensions  LxWxH"": ""12.6 x 9.06 x 1.1 inches"", ""Standing screen display size"": ""13 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.8,278,1,Standing screen display size
B01NCOZ254,"Dell XPS 13 9360 13.3"" Laptop QHD+ Touchscreen 7th Gen Intel Core i7-7500U, 16GB RAM, 512GB NVME SSD Machined Aluminum Display Silver Win 10 (Renewed)",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""16 GB DDR3"", ""Brand"": ""Dell"", ""Series"": ""XPS"", ""Voltage"": ""19.5 Volts"", ""Batteries"": ""1 Lithium Ion batteries required."", ""CPU Model"": ""Intel Core Duo"", ""CPU Speed"": ""3.5 GHz"", ""Processor"": ""3.5 GHz intel_core_duo"", ""Hard Drive"": ""512 GB SSD"", ""Model Name"": ""XPS"", ""Item Weight"": ""2.84 pounds"", ""Screen Size"": ""13.3 Inches"", ""Memory Speed"": ""3.5 GHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""512 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""Computers & Accessories"": 118855, ""Traditional Laptop Computers"": 26210, ""Climate Pledge Friendly: Computers"": 9153}, ""Flash Memory Size"": ""512 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""9360-3769"", ""Product Dimensions"": ""21 x 12 x 2 inches"", ""Computer Memory Type"": ""DDR SDRAM"", ""Date First Available"": ""January 16, 2017"", ""Graphics Coprocessor"": ""Intel HD Graphics 620"", ""Number of Processors"": ""2"", ""Item Dimensions  LxWxH"": ""21 x 12 x 2 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""16 GB"", ""Standing screen display size"": ""13.3 Inches""}",,3.3,23,16,"Standing screen display size, CPU Speed, Graphics Coprocessor, RAM, Batteries"
B0BQP96HCN,"Asus 2023 Newest C433 Ultrathin Clamshell 2in1 Convertible Chromebook: 14'' FHD Touch Display, Intel Core M3, 8GB RAM, 128GB eMMC, UHD Graphics, Backlit-KYB, USB-C, Wifi6, Webcam, Chrome OS, T.F",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""LPDDR4"", ""Brand"": ""ASUS"", ""Color"": ""14-Convertible | Backlit-KYB | 128GB eMMC"", ""Series"": ""C433"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""core_m"", ""Processor"": ""2 GHz core_m"", ""Hard Drive"": ""128 GB SSD"", ""Model Name"": ""C433"", ""Item Weight"": ""5 pounds"", ""Screen Size"": ""14 Inches"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ax"", ""Hard Disk Size"": ""128 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Chrome OS"", ""Best Sellers Rank"": {""Computers & Accessories"": 26791, ""Traditional Laptop Computers"": 5705}, ""Flash Memory Size"": ""128 GB"", ""Item model number"": ""Asus Chromebook"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Optical Drive Type"": ""No Drive"", ""Product Dimensions"": ""12 x 1 x 10 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""December 20, 2022"", ""Graphics Coprocessor"": ""Intel UHD Graphics"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Item Dimensions  LxWxH"": ""12 x 1 x 10 inches"", ""Number of USB 3.0 Ports"": ""3"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""14 Inches"", ""Average Battery Life (in hours)"": ""12 Hours""}",359.0,4.2,194,18,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B08RMR5TVH,"2 Pack - 15.6 inch Laptop Anti Blue Light Screen Protector,Eye Protector Blue Light Blocking&Anti Glare Screen Protector for all 15.6’’ with Display 16:9 Laptop",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Screen Protectors""]","{""Brand"": ""ANTOGOO V"", ""Color"": ""15.6 inch"", ""Unit Count"": ""2.0 Count"", ""Item Weight"": ""5.3 ounces"", ""Screen Size"": ""15.6 Inches"", ""Manufacturer"": ""ANTOGOO V"", ""Number of Items"": ""2"", ""Special Feature"": ""Blue Light Block"", ""Best Sellers Rank"": {""Computers & Accessories"": 9798, ""Laptop Screen Protectors"": 134}, ""Item model number"": ""1a"", ""Compatible Devices"": ""Laptop"", ""Package Dimensions"": ""14.68 x 9.69 x 0.28 inches"", ""Product Dimensions"": ""13.6\""L x 7.6\""W"", ""Computer Memory Type"": ""72-Pin EDO SIMM Memory"", ""Date First Available"": ""December 30, 2020"", ""Screen Surface Description"": ""Smooth"", ""Standing screen display size"": ""15.6 Inches""}",14.99,4.3,113,3,"Standing screen display size, Computer Memory Type, Screen Size"
B013NQYD32,"HP 15-f205dx 15-Inch Laptop (AMD A6-5200 Accelerated Processor Quad-core, 4 GB RAM,500 GB Hard Drive, Windows 8), Black",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB DDR4"", ""Brand"": ""HP"", ""Series"": ""15-f205dx"", ""CPU Model"": ""AMD A6"", ""CPU Speed"": ""2 GHz"", ""Processor"": ""2 GHz amd_a6"", ""Hard Drive"": ""500 GB"", ""Model Name"": ""15-f205dx"", ""Resolution"": ""720p"", ""Item Weight"": ""4.82 pounds"", ""Screen Size"": ""15.6 Inches"", ""Power Source"": ""Corded Electric, Battery Powered"", ""Chipset Brand"": ""AMD"", ""Wireless Type"": ""802.11b"", ""Hard Disk Size"": ""500 GB"", ""Processor Brand"": ""AMD"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 8"", ""Best Sellers Rank"": {""Computers & Accessories"": 161424, ""Traditional Laptop Computers"": 37514}, ""Item model number"": ""B013NQYD32"", ""Package Dimensions"": ""19.9 x 11.9 x 3.1 inches"", ""Computer Memory Type"": ""SDRAM"", ""Date First Available"": ""August 9, 2015"", ""Hard Drive Interface"": ""USB"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches""}",,3.0,16,14,"Standing screen display size, CPU Speed, RAM, Graphics Card Description, Hard Drive Interface"
B084RSKVQZ,"ASUS ZenBook 13 Ultra-Slim Laptop, 13.3” Full HD, 8th Gen Intel i5-8250U Processor, 8GB RAM, 256GB M.2 SSD, Backlit Kbd, Fingerprint Reader, Windows 10, Grey, UX330UA-AH55",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""8 GB LPDDR3"", ""Brand"": ""ASUS"", ""Color"": ""2017 Version | Grey"", ""Series"": ""UX330UA-AH55"", ""Voltage"": ""240 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i5"", ""Processor"": ""1.6 GHz core_i5"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""UX330UA-AH55"", ""Item Weight"": ""2.6 pounds"", ""Screen Size"": ""13.3 Inches"", ""Memory Speed"": ""3.4 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Anti-glare,Backlit Kbd,Fingerprint Reader"", ""Card Description"": ""Integrated, Dedicated"", ""Operating System"": ""Windows 10 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 52245, ""Traditional Laptop Computers"": 11314}, ""Flash Memory Size"": ""256"", ""Hardware Platform"": ""PC"", ""Item model number"": ""UX330UA-AH55"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""12.7 x 8.7 x 0.5 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""October 9, 2017"", ""Graphics Coprocessor"": ""NVIDIA GeForce MX150"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Item Dimensions  LxWxH"": ""12.7 x 8.7 x 0.5 inches"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated, Dedicated"", ""Ram Memory Installed Size"": ""8 GB"", ""Hard Drive Rotational Speed"": ""10000 RPM"", ""Standing screen display size"": ""13.3 Inches"", ""Average Battery Life (in hours)"": ""12 Hours""}",669.99,4.1,522,17,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B07C5KYJFG,"MOSISO MacBook Pro 13 inch Case 2019 2018 2017 2016 Release A2159 A1989 A1706 A1708, Plastic Flower Pattern Hard Case&Keyboard Cover&Screen Protector Compatible with MacBook Pro 13, Peach Blossom",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Hard Shell Cases""]","{""Brand"": ""MOSISO"", ""Material"": ""Plastic"", ""Shell Type"": ""Hard"", ""Form Factor"": ""Case"", ""Item Weight"": ""9.9 ounces"", ""Manufacturer"": ""Mosiso"", ""Special Feature"": ""Screen Protector"", ""Product Dimensions"": ""12 x 8.5 x 0.6 inches"", ""Date First Available"": ""April 12, 2018"", ""Item Dimensions  LxWxH"": ""12 x 8.5 x 0.6 inches"", ""Standing screen display size"": ""13 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.4,106,1,Standing screen display size
B08CVJ47DT,DMKAOLLK 919700-850 JC03 JC04 Laptop Battery for HP 15-bs0xx 15-bs1xx 17-bs0xx 17z-ak000 15-bs015dx 15-bs013dx 15- bs115dx 15-bs113dx 17-bs061st Series HSTNN-LB7V HSTNN-DB8E 919701-850 919681-421,All Electronics,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Batteries""]","{""Brand"": ""DMKAOLLK"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Unit Count"": ""1 Count"", ""Item Weight"": ""0.529 ounces"", ""Manufacturer"": ""DONG GUAN BOYU ELECTRONICS CO., LTD"", ""Best Sellers Rank"": {""Electronics"": 65618, ""Laptop Batteries"": 689}, ""Item model number"": ""JC04"", ""Product Dimensions"": ""10.75 x 1.5 x 0.8 inches"", ""Number of Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Date First Available"": ""July 17, 2020"", ""Battery Cell Composition"": ""Lithium Ion"", ""Recommended Uses For Product"": ""Laptop""}",25.99,4.6,334,1,Batteries
B00F32ZB68,"Lenovo IdeaPad S210 59387503 Touchscreen Laptop (Windows 8, Intel Pentium 2127U 1.9 GHz, 11.6"" LED-lit Screen, Storage: 500 GB, RAM: 4 GB) Black",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB DDR3"", ""Brand"": ""Lenovo"", ""Color"": ""Black"", ""Series"": ""IdeaPad"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Pentium"", ""Processor"": ""1.9 GHz pentium"", ""Hard Drive"": ""500 GB HDD"", ""Model Name"": ""IdeaPad"", ""Item Weight"": ""3.1 pounds"", ""Screen Size"": ""11.6 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""500 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Dolby"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 8"", ""Best Sellers Rank"": {""Computers & Accessories"": 140944, ""Traditional Laptop Computers"": 32110}, ""Hardware Platform"": ""PC"", ""Item model number"": ""59387503"", ""Product Dimensions"": ""11.8 x 8.2 x 0.9 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""September 17, 2013"", ""Graphics Coprocessor"": ""Integrated Intel HD Graphics"", ""Hard Drive Interface"": ""ATA100"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1366x768"", ""Item Dimensions  LxWxH"": ""11.8 x 8.2 x 0.9 inches"", ""Rear Webcam Resolution"": ""720 MP"", ""Number of USB 2.0 Ports"": ""1"", ""Number of USB 3.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""11.6 Inches"", ""Average Battery Life (in hours)"": ""4 Hours""}",349.99,3.7,161,17,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B071XY5GGF,"MOSISO Polyester Messenger Shoulder Bag with Adjustable Depth at Bottom Compatible 15-15.6 Inch Laptop, Pure Purple",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Messenger & Shoulder Bags""]","{""Brand"": ""MOSISO"", ""Color"": ""Purple"", ""Item Weight"": ""1.28 pounds"", ""Item model number"": ""EU-15-Double-Zipper-Messenger-PP"", ""Product Dimensions"": ""16.53 x 12.99 x 1.57 inches"", ""Date First Available"": ""April 12, 2017"", ""Item Dimensions  LxWxH"": ""16.53 x 12.99 x 1.57 inches"", ""Standing screen display size"": ""15.6 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.5,389,1,Standing screen display size
B01EIWHFAI,"Dell Inspiron i7359 13.3-Inch 2-IN-1 touchscreen Laptop (i7-6500U, 8GB, 256GB SSD, FHD 1920 x 1080 Windows 10) (Renewed)",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""2 in 1 Laptops""]","{""RAM"": ""8 GB DDR4"", ""Brand"": ""Dell"", ""Color"": ""Silver"", ""Series"": ""Inspiron 5379 2IN1 Convertible Laptop"", ""Batteries"": ""1 Lithium Ion batteries required."", ""CPU Model"": ""Core i7"", ""Processor"": ""2.8 GHz core_i7"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""Inspiron 5379 2IN1 Convertible Laptop"", ""Item Weight"": ""3.56 pounds"", ""Screen Size"": ""13.3 Inches"", ""Memory Speed"": ""1.8 GHz"", ""Power Source"": ""AC & Battery"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth, 802.11ac"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""2"": 1858, ""Computers & Accessories"": 111938, ""Climate Pledge Friendly: Computers"": 8774}, ""Flash Memory Size"": ""256 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""Inspiron 5379 Business 2-IN-1 Tablet"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Product Dimensions"": ""8.85 x 12.76 x 0.8 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""April 20, 2016"", ""Graphics Coprocessor"": ""Intel HD Graphics 520"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920x1080"", ""Item Dimensions  LxWxH"": ""8.85 x 12.76 x 0.8 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""13.3 Inches""}",,3.5,92,18,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
