parent_asin,title,main_category,confidence,reason,brands,laptop_keywords,spec_types
B07RMYVWT4,"Galaxy Tab S5e Case 2019 [SM-T720/SM-T725], DTTO Premium Leather Folio Cover with Hard Back for Samsung Galaxy Tab S5e 10.5 inch Tablet 2019 Released [Auto Sleep/Wake], Black",All Electronics,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B00FA4CK2M,"Chi Mei N156b6-l0b Rev.c3 Replacement LAPTOP LCD Screen 15.6"" WXGA HD LED DIODE (Substitute Replacement LCD Screen Only. Not a Laptop )",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B08KRMGBC2,"ASUS TUF FX505DT 15.6-inch FHD Gaming Laptop, AMD Quad Core Ryzen 5 3550H, Nvidia Geforce GTX 1650 4GB Graphics, 8GB DDR4 RAM, 256GB Solid State Drive, RGB Backlit Keyboard, Windows 10 Home, Black",Computers,high,Laptop keyword: laptop,asus,"laptop, gaming laptop","os, screen, ram"
B01BBYTT3M,"ZUOLUNDUO Vintage Canvas Laptop Messenger Bag School Bag Business Briefcase 8168DJ1,Black",,high,Laptop keyword: laptop,N/A,laptop,N/A
B01CNAVTAE,"Happyjoy TV Wall Mount Bracket Full Motion Articulating Arm for 30-65 Inch Samsung LG Sony LED LCD Plasma 3D 4K Smart TVs Monitor Screen, Max Vesa 600x400mm, Capacity 75Kg(165lbs)",All Electronics,medium-high,Brand (samsung) + Specs (screen),"samsung, sony, lg",N/A,screen
B013TGFGWS,Amazon Basics 11 Inch Felt MacBook Laptop Sleeve Case - Light Gray,Computers,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B00NYLXNFG,"Odyson - Complete Display Assembly 13"" Replacement for MacBook Pro 13"" Unibody A1278 (Mid 2009, Mid 2010)",Computers,high,Laptop keyword: macbook,macbook,macbook,N/A
B08P6PY1DY,2020 Samsung Galaxy Tab A7 10.4” Inch 32 GB Wi-Fi Android 10 Touchscreen International Tablet (Gold) Bundle – Slim Trifold Hard Shell Case and 32GB Micro SD Card,Computers,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B075ZFBSZL,"Amcrest CAT6E 4K-Rated Video POE Ethernet Cable 150ft Internet High Speed Network Cable for PoE Security IP Cameras, Smart TV, PS4, Xbox One, Router, Laptop, Computer, Home (CAT6ECABLE150)",Industrial & Scientific,high,Laptop keyword: laptop,N/A,laptop,screen
B09WDPZYX7,"Hp hope Smart Backpack for Women Travel, Durable Carry On Backpack with USB Charging Port & Wet Pocket Fits 15.6 Inch Laptop",AMAZON FASHION,high,Laptop keyword: laptop,"hp, omen",laptop,screen
B00AZUKGWC,OGIO Bandit 17 Inch Laptop Backpack,Sports & Outdoors,high,Laptop keyword: laptop,N/A,laptop,N/A
B08B8471BF,"G-STORY 15.6"" 165Hz Portable Monitor, 1080P FHD 144Hz 1ms Gaming Monitor IPS Screen Portable Monitor External Secondary Display with Type-C/HDMI/DP Input for PC Phone Laptop Nintendo Xbox PS5 PS4",Computers,high,Laptop keyword: laptop,N/A,laptop,screen
B08HD774P5,"Native Union Stow Lite MacBook Sleeve 16” – Minimalist Slim Sleeve with 360-Degree Protection – Compatible with MacBook Pro 15"" (2016-2019), MacBook Pro 16”(2019-2021) (Slate)",Computers,high,Laptop keyword: macbook,macbook,macbook,N/A
B0013FPYRK,"Apple MacBook MB403LL/A 13.3-inch Laptop (2.4 GHz Intel Core 2 Duo Processor, 2 GB RAM, 160 GB Hard Drive) White",Computers,high,Laptop keyword: laptop,"apple, macbook","laptop, macbook","cpu, storage"
B01E8RD7SC,iGadgitz 2 in 1 Pistol Grip Stabilizer Mini Table Top Stand Tripod for Canon EOS SLR DSLR Series Cameras 10D 20Da 30D 40D 50D 5D,Camera & Photo,high,Laptop keyword: 2 in 1,N/A,2 in 1,N/A
B002SZEOLG,"TP-Link Nano USB Wifi Dongle 150Mbps High Gain Wireless Network Adapter for PC Desktop and Laptops. Supports Win10/8.1/8/7/XP Linux 2.6.18-4.4.3, Mac OS 10.9-10.15 (TL-WN722N)",Computers,high,Laptop keyword: laptop,N/A,laptop,os
B07ZPPRFFQ,"Updated External CD DVD Drive, USB 3.0 Type C Portable Ultra Thin Burner Player Writer Superdrive CD DVD RW, Compatible with Windows 10 8 7 XP Vista Mac OS System for Mac Pro Air iMac Laptop",Computers,high,Laptop keyword: laptop,N/A,laptop,os
B004W8RGTY,"HP PAVILION DM4-1165DX Laptop Screen 14"" HP PAVILION DM4-1165DX Laptop Screen WXGA HD 1366x768",Computers,high,Laptop keyword: laptop,"hp, pavilion",laptop,N/A
B07KYGWRV3,"MSI Urban Raider Gaming Laptop Backpack, Quick Access, Padded Mesh, Lightweight Polyester Exterior, Fits Up to 17"" Laptop, Water Repelent IPX-2, Medium",Computers,high,Laptop keyword: laptop,msi,"laptop, gaming laptop",N/A
B08CZ85SKY,"FURNINXS Adjustable Laptop Stand, Ergonomic Computer Stand for Desk, Aluminium Portable Laptop Riser Holder Mount Compatible with 11~15.6 inch Notebook, MacBook Air Pro, Dell, Lenovo, HP, Silver",All Electronics,high,Laptop keyword: laptop,"dell, hp, lenovo, macbook","laptop, notebook, macbook",screen
B0B5BCBN4C,"Dell XPS 8950 Desktop - Intel Core i9 12900K, 32GB DDR5 RAM, 512GB SSD + 1TB HDD, NVIDIA GeForce RTX 3060 Ti, Killer Wi-Fi 6, Liquid Cooling, Win 11 Pro - Black",Computers,medium-high,"Brand (dell) + Specs (storage, cpu, os, ram)",dell,N/A,"storage, cpu, os, ram"
B0C5ZVKPK9,"Thermalright AXP-120-X67 Black ARGB Low Profile CPU Air Cooler with Quite 120mm TL-C12015B-S Low Profile PWM Fan, 6 Heat Pipes, 67mm Height, for AMD AM4/Intel LGA 1700/1150/1151/1155/1200/2011/2066",Industrial & Scientific,medium-high,Brand (lg) + Specs (cpu),lg,N/A,cpu
B07F2WC71C,"Estarer SLR/DSLR Camera Backpack Waterproof for Nikon Canon Sony Digital Lens GoPro Accessories DJI Mavic Drone 15.6"" 15”Laptop w/Rain Cover Photographyer Camera Bag",Camera & Photo,high,Laptop keyword: laptop,sony,laptop,N/A
B00ECDM78E,"Plugable USB 3.0 Laptop Docking Station for Windows (Dual Video HDMI & DVI / VGA, Gigabit Ethernet, Audio, 6 USB Ports)",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B09MLXG6B9,"65W 45W Charger for Dell Laptop Charger（2 Tips），Fit for All Round Connectors,Dell Inspiron15-3000 15-5000 15-7000 11-3000 14-3000 14-5000 13-5000 13-7000 Series 3521 5548 5784 1525 3190 7490 3310 3583",Computers,high,Laptop keyword: laptop,"dell, inspiron",laptop,N/A
B005FT3AOE,Belkin Matte Screen Protectors (Overlays) for Samsung Galaxy Tab (10.1 Inch),All Electronics,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B0823Z9MZ3,"Wireless WiFi Bluetooth Adapter Dongle, USB WiFi Network Adapter for Desktop/Laptop/pc, Compatible with Windows 7/8/8.1/10/XP/Vista (1200M)",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B086CXKKWS,OlarHike 17.3 Inch Laptop Backpack with Thicker Padded Laptop Sleeve,All Electronics,high,Laptop keyword: laptop,N/A,laptop,screen
B083Y5F8XX,TIMBUK2 Q Laptop Backpack 2.0,AMAZON FASHION,high,Laptop keyword: laptop,N/A,laptop,N/A
B07YK96Z4K,"USB C to HDMI Cable, Benfei USB Type-C to HDMI 10 Feet Cable [Thunderbolt 3 Compatible] for MacBook Pro 2019/2018/2017, MacBook Air/iPad Pro 2018, Samsung Galaxy S10/S9, Surface Book 2 and More",Computers,high,Laptop keyword: macbook,"samsung, macbook, surface",macbook,N/A
B073SGMMWF,"Poin2 LT0301-01US Chromebook Touch FHD IPS Touchscreen Laptop with 180 Degree Hinge, 4GB RAM, 32GB eMMC, Quad Core, 14"",Metal",Computers,high,Laptop keyword: laptop,chromebook,"laptop, chromebook, touchscreen laptop","storage, screen, ram"
B01C9GVPTC,"Microsoft Surface Pro 4 (256 GB, 16 GB RAM, Intel Core i7e) (Renewed)",Computers,medium-high,Brand (microsoft) + Specs (cpu),"microsoft, surface",N/A,cpu
B00HWI56DE,Samsung 512GB PM851 50mm SATA III (6G) mSATA SSD Solid State Drive - MZMTE512HMHP,Computers,medium-high,Brand (hp) + Specs (storage),"hp, samsung",N/A,storage
B0090X3ML2,Portare' PBP2-B Multi Use Backpack for Camera/Laptop/iPad (Blue),Camera & Photo,high,Laptop keyword: laptop,N/A,laptop,N/A
B00JHC2JTM,"Kenneth Cole Reaction ProTec Top Zip Slim Multi-Pocket TSA Checkpoint Friendly 16"" Laptop Case / Tablet Bag, Black",,high,Laptop keyword: laptop,N/A,laptop,N/A
B083PTGB7G,"JETech Laptop Sleeve for 13.3-Inch MacBook Air/Pro, 14-Inch MacBook Pro 2021 M1, 13-13.6 Inch Notebook, Waterproof Shock Resistant Bag Case with Accessory Pocket (Red)",Computers,high,Laptop keyword: laptop,macbook,"laptop, notebook, macbook",screen
B009M3PP7O,Acer Aspire V3-731-4649 17.3-Inch Laptop (Black),Computers,high,Laptop keyword: laptop,acer,laptop,N/A
B08NJXNPYC,"8pcs Phone Screen Repair Clamp with Protective Rubber Pad, Not Scratch on Screen, Adjustable Fastening Clamp Clip Compatible with iPad MacBook Tablet LCD iPhone Screen Replacement, Frame Clamp Tool",Computers,high,Laptop keyword: macbook,macbook,macbook,N/A
B0797JWP47,"Champion Men's Attribute Laptop Backpack, Light Grey, OS",AMAZON FASHION,high,Laptop keyword: laptop,N/A,laptop,N/A
B005DELEUS,Power4Laptops Version 1 (Please Check The Picture) Replacement Laptop Fan Compatible with HP G71-340US,Computers,high,Laptop keyword: laptop,hp,laptop,N/A
B09WZFB4QB,"ASUS ROG Flow Z13 Gaming Tablet, 13.4” 4K Display, RTX 3050 Ti, 12th Gen Intel Core i9, 16GB RAM, 1TB SSD, XG Mobile Dock (RTX 3080), Detachable RGB Keyboard, Stylus, Win11, GZ301ZE-XS94-B",Computers,medium-high,"Brand (asus) + Specs (storage, cpu, screen, ram)","asus, rog",N/A,"storage, cpu, screen, ram"
B09QCXTHFD,"HRH Serato Scratch Live Functional Shortcuts Hotkey Silicone Keyboard Cover Skin for MacBook Air 13,for MacBook Pro13/15/17 (with or w/Out Retina Display,2015 or Older Version)&for iMac Older",All Electronics,high,Laptop keyword: macbook,macbook,macbook,screen
B0813SJ53X,"ID-COOLING DK-03i CPU Cooler for LGA1200/115X, 60mm Height Low-Profile CPU Air Cooler with Aluminum Fins, Rainbow RGB Lighting, 120mm PWM Fan, Thermal Compound Included, TDP 100W",Industrial & Scientific,medium-high,Brand (lg) + Specs (cpu),lg,N/A,cpu
B07DK6CDC8,UPERFECT 10.1-inch Computer Monitor 2K Portable Laptop Monitor 2560×1600 IPS Screen Display Gaming Monitor Built-in Speaker Support,Computers,high,Laptop keyword: laptop,N/A,laptop,screen
B09F31W729,"PixelRo 2-Pack Paperfeel Screen Protector for iPad, Compatible with Apple Pencil, Drawing, Writing, Note-taking, Anti-Glare and Easy Installation, 10.2 inch",Computers,medium-high,Brand (apple) + Specs (screen),apple,N/A,screen
B08QMF3MFJ,"USB C Hub Adapter for MacBook Pro/Air M1 M2 13"" 14"" 15"" 16"" 2022-2019, ACASIS 5 in 1 MacBook Pro Accessories with 10Gbps 3*USB 3.1/ 100W Thunderbolt 3 PD Charing/ 3.5 Audio mic",All Electronics,high,Laptop keyword: macbook,macbook,macbook,N/A
B087TMH8PL,"Se7enline compatible with MacBook New Air 13 inch 2023 2022 2021 2020 2019 2018 Keyboard Cover Protector compatible with MacBook Air 13-Inch Touch ID with Retina Display. M1 A2337/A2179 US Layout, Red",Computers,high,Laptop keyword: macbook,macbook,macbook,screen
B01ALGJSQE,"UGREEN Active Micro HDMI to HDMI VGA Video Converter Adapter with 3.5mm Audio Jack Micro HDMI Adapter for Ultrabooks, Tablets, Smartphones, Cameras and Camcorders (White)",Computers,high,Laptop keyword: ultrabook,N/A,ultrabook,N/A
B078K6LGHL,"cimetech Rechargeable Wireless Mouse for Laptop, 2.4G Computer Mouse Cordless Optical Mice, Slim Quiet Wireless Mouse with USB Nano Receiver, 5 Adjustable DPI 2400/2000/1600/1200/800 (White&Sliver)",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B07HMD4V21,"2017 Apple MacBook Air with 1.8GHz Core i5 (8GB RAM, 256GB SSD, 13in, MQD42LL/A)- Silver (Renewed)",Computers,high,Laptop keyword: macbook,"apple, macbook",macbook,"storage, cpu, ram"
B001R6FZLU,"Perixx PERIPAD-201W, Numeric Keypad for Laptop - Compatible with Mac OS X & Windows - Tab Key Feature - Full Size 19 Keys - Big Print Letters - White",Computers,high,Laptop keyword: laptop,N/A,laptop,os
B074V7KGGY,"Futurebatt Laptop Battery for HP Compaq 510 550 610 Series, Business Notebook 6720 6720s 6720s/CT 6730 6730s 6730s/CT 6735S 6820S 6830S Notebook PC, P/N HSTNN-IB51 HSTNN-IB62 451568-001 456864-001",Computers,high,Laptop keyword: laptop,"hp, compaq","laptop, notebook",N/A
B00LGN7Y3G,"EVERKI Studio Slim Business Professional 14.1-Inch/MacBook Pro 15 Laptop Backpack, Lightweight, Men or Women (EKP118)",Computers,high,Laptop keyword: laptop,"macbook, omen","laptop, macbook",N/A
B0C6DTR84R,CHUYI Ergonomic Design Cool Soccer Shape 2.4GHz Wireless Optical Mouse Portable Office Football Mice with USB Receiver for PC Computer Laptop Funny Gift,All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B08J7RH9JH,"iSPECLE Clear Backpack, Large Clear Backpack with Laptop Compartment, Clear Bookbags with Reinforced Padded Straps, Transparent Bag for College, Work, Security, Grey",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B07DK78X25,UL Listed Superer AC Charger Fit for Toshiba Satellite Radius 15 P55 P55W P55T P55T-A5116 P55T-A5202 P55-A5312 P55-A5200 P55W-B5220 P55W-C5200X P55T-A5118 P55T-B5360 Laptop Adapter Power Supply Cord,All Electronics,high,Laptop keyword: laptop,toshiba,laptop,N/A
B09MKBQPQN,"Se7enline Compatible with MacBook Clear Keyboard Cover for Mac Pro 13 15 inch (with Touch Bar) 2016/2017/2018/2019 Ver. Model A1706/A1707/A1989/A1990/A2159 Ultra Thin TPU Protector (US Layout), Clear",All Electronics,high,Laptop keyword: macbook,macbook,macbook,N/A
B0C2HM5H7R,"UOEOS USB C to HDMI Mult-Port HUB,Mini USB C Hub 3 in 1 Adapter with 4K HDMI,PD 100W Fast Charging,USB 3.0 Port,Thunderbolt 3 to HDMI Adapter for MacBook Pro,iPad Pro,Galaxy S20,Surface 8,Type C Hub",All Electronics,high,Laptop keyword: macbook,"macbook, surface",macbook,screen
B01CTUJIMY,Samsung SDH-C75100 16 Channel 1080p Full HD DVR Video Security System 10 Outdoor Weather Resistant Bullet Camera (SDC-9441BC) with 2TB Hard Drive,Camera & Photo,medium-high,"Brand (samsung) + Specs (screen, storage)",samsung,N/A,"screen, storage"
B004O6MN7E,Samsung UN46D7000 46-Inch 1080p 240 Hz 3D LED HDTV (Silver) [2011 MODEL] (2011 Model),All Electronics,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B08BJ4ML6X,"MOSISO Plastic Hard Shell Case Compatible with MacBook Pro 13 inch with/Without Touch Bar, Pure Deep Black",Computers,high,Laptop keyword: macbook,macbook,macbook,N/A
B07HMGXQ8P,"NewFantasia Cable Boom Microphone Volume Compatible with Gaming PS4 Xbox One PC Laptop Phone and Compatible with Audio Technica ATH-M50x, ATH-M40x, ATH-M70x Headphones 4.9FT",Home Audio & Theater,high,Laptop keyword: laptop,N/A,laptop,N/A
B09P8HZFF5,"RAINYEAR 13.3 Inch Laptop Sleeve Soft PU Leather Case Water Resistant Padded Zipper Cover Protective Carrying Bag Compatible with 13.3"" Notebook Computer Chromebook(Pink)",Computers,high,Laptop keyword: laptop,chromebook,"laptop, notebook, chromebook",screen
B096NT2G83,"Ergonomic Laptop Stand for Desk, Sit to Stand Laptop Riser, Adjustable Height up to 21"", Standing Computer Stand, Promote Healthy Posture Compatible with MacBook Air Pro, All Laptops 10-17""-Silver",Office Products,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B0C5ZJY2PF,"J World New York Lunar Rolling Backpack, Laptop Bag with Wheels, Black, 19.5""",,high,Laptop keyword: laptop,N/A,laptop,N/A
B0BVM8HTLK,65W 45W for Dell USB C Charger Latitude 5420 5520 5320 5430 e5430 7410 7420 7320 7370 e7370 5179 2-in-1 Series Chromebook 3100 5190 XPS 13 Type C Adapter Dell Laptop Charger Power Cord Replacement,Cell Phones & Accessories,high,Laptop keyword: laptop,"dell, latitude, chromebook","laptop, chromebook, 2-in-1",N/A
B07HMS47H3,"ZoneFoker [2 Pack] Samsung Galaxy Tab S4 10.5 inch 2018 Tablet Screen Protector, [Anti-Scratch][Easy Installation][Bubble Free] Tempered Glass for Samsung SM-T830 & SM-T835",Computers,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B0078YGL9K,LG 42CS570 42-Inch 1080p 120Hz LCD HDTV (2012 Model),All Electronics,medium-high,Brand (lg) + Specs (screen),lg,N/A,screen
B002EEAGH2,Acer AOD250-1962 10.1-Inch Pink Netbook - Over 3 Hours of Battery Life,Computers,high,Laptop keyword: netbook,acer,netbook,N/A
B09YTL3JT5,"Thermalright Peerless Assassin 120 SE CPU Air Cooler, PA120 SE, 6 Heat Pipes CPU Cooler, Dual 120mm TL-C12C PWM Fan, Aluminium Heatsink Cover, AGHP Technology, for AMD AM4/AM5 Intel 1700/1150/1200",Industrial & Scientific,medium-high,Brand (hp) + Specs (cpu),hp,N/A,cpu
B074XC7FKL,"BENGOO External CD DVD Drive, USB 3.0 Ultra Slim Portable Drive CD DVD-RW Burner Writer Rewriter Fit for MacBook Pro Air iMac Laptop Desktop – Sliver",Computers,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B00C4RCANM,LG Electronics 47LN5400 47-Inch 1080p 120Hz LED TV (2013 Model),All Electronics,medium-high,Brand (lg) + Specs (screen),lg,N/A,screen
B09GKGJCGM,"Fintie Case for 10.1"" Lenovo Chromebook Duet 2 in 1 Tablet CT-X636 - Multiple Angle Viewing Portfolio Business Cover with Pocket, Compatible with Type Cover Keyboard and Stand, Marble Pink",Cell Phones & Accessories,high,Laptop keyword: chromebook,"lenovo, chromebook","chromebook, 2 in 1",N/A
B087JCN7PC,"SAMSUNG QN65Q90TA 65"" Q90T QLED 4K UHD HDR Smart TV (2020 Model)",All Electronics,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B07J1RNXL8,"Funky Planet 13"" inch Laptop Sleeve Case Bag Compatible with Apple MacBook air pro Dell Lenovo Samsung Asus Computer Tablet or Ipad",Computers,high,Laptop keyword: laptop,"dell, lenovo, asus, apple, samsung, macbook","laptop, macbook",N/A
B0197NVSDS,"SOAIY S-51 Bluetooth Speaker,Portable Wireless Surround Sound Speaker,Stereo Speaker,Built-in Microphone AUX Jack TF Card Slot,8.5 Hours Playtime,Speaker for iPhone iPad iPod Touch Samsung Laptop",All Electronics,high,Laptop keyword: laptop,samsung,laptop,N/A
B0C5R6LBB7,"FRAMEO WiFi Smart 10.1 inch Digital Picture Frame, 1280x800 IPS Digital Photo Frame LCD Touch Screen, auto-Rotate, Built-in 16GB Storage, Easy Setup to Share Moments Via APP from Anywhere Anytime",All Electronics,medium-high,Brand (omen) + Specs (screen),omen,N/A,screen
B01H8VPCX8,"Egiant Laptop Sleeve Case 13.3 Inch Water-Resistant Protective Bag Compatible Mac Air 13, Pro 13 Touch Bar, Surface Book, 12.9 Inch iPad Pro, Chromebook 13.3, Computer Notebook Carrying Case-Blue",Computers,high,Laptop keyword: laptop,"chromebook, surface","laptop, notebook, chromebook",screen
B00Z9JXY50,Stitch Ohana Family Experiment 626 Lilo & Stitch Die-Cut Decal Sticker Compatible with Apple MacBook Laptop Car Window Coffee Cup Mug,Computers,high,Laptop keyword: laptop,"apple, macbook","laptop, macbook",N/A
B0BTL4RK3X,"New Replacement 230W Razer Blade Charger,Razer Blade 15 Power Adapter.RC30-0248 Laptop AC Adapter Power Supply for Razer Blade Pro 17 4K Laptop and Razer Blade 15 Model GTX1060 GTX1070 RTX2070 RTX2080",Computers,high,Laptop keyword: laptop,razer,laptop,screen
B01FO42KDG,Inovat 30P Dock to USB AUX 3.5mm Audio Cable for Apple iPhone 4S 3GS iPod Touch 2-in-1 USB 3.5mm Audio Cable 4FT(White),Industrial & Scientific,high,Laptop keyword: 2-in-1,apple,2-in-1,N/A
B0BDXY5F1L,"SYNERLOGIC (Intel CPU) Mac OS (Monterey/Big Sur/Catalina/Mojave etc) Reference Keyboard Shortcut Sticker, Laminated Vinyl, No-Residue, for MacBook Air/Pro/iMac/Mini (Black)",Computers,high,Laptop keyword: macbook,macbook,macbook,"cpu, os"
B0BYZHD7NS,"KODAK Mini Shot 2 Retro 4PASS 2-in-1 Instant Digital Camera and Photo Printer (2.1x3.4 inches) + 68 Sheets Bundle, White",Camera & Photo,high,Laptop keyword: 2-in-1,N/A,2-in-1,N/A
B09YPQV6G4,"Maydear Bamboo Monitor Stand Riser with 4 Storage Drawer, 2 Tier Desk Organizer Stand for Laptop Computer, Desktop Printer Stand, Versatile as Storage Shelf & Screen Holder",Amazon Home,high,Laptop keyword: laptop,N/A,laptop,N/A
B0BC8CK2TB,"Mektron Compatible with MacBook Air 13.6 inch with M2 Chip 2022 Model A2681, Hard Shell Case with Keyboard Skin & Screen Protector & Dust Plug for MacBook Air 13 with Touch ID, Lavender Gray",Cell Phones & Accessories,high,Laptop keyword: macbook,macbook,macbook,screen
B08F4V7NH3,"SV3C 2K Webcam with Microphone, Full HD Stream Webcam with Microphone,360-degree Vision Privacy Cover,USB Plug-and-Play,No Fisheye for Laptop Desktop Online Video Remote Study Conference Games",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B07XD471RM,Leaderadjo Leather Briefcase 15 Inch Retro Buffalo Hunter Leather Laptop Messenger Bag Office Briefcase College Bag Fits Upto 15.6 Inch Laptop…,,high,Laptop keyword: laptop,N/A,laptop,screen
B08N19YP4L,"CONMDEX USB C Extension Cable, 5FT/1.5M Right Angle 90 Degree 3.2 Gen2 10Gbps Male to Female Type-C Braided Extender Cord for iPhone 12 Wireless Charger, MacBook Pro, New iPad Pro and More",Industrial & Scientific,high,Laptop keyword: macbook,macbook,macbook,N/A
B00ZAB824U,"Seotic Headphone Jack with Charger 2 in 1 Port, 3.5mm Earphone Aux Charger Cell Phone Cable",Sports & Outdoors,high,Laptop keyword: 2 in 1,N/A,2 in 1,N/A
B005YQY5TM,"Targus Demolition Backpack Designed to Fit up to 17.3-Inch Laptop, Black (TSB220US)",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
