parent_asin,title,categories,main_category,price,average_rating,rating_number,details
B002P3KMYO,ASUS Eee PC 1005HA-MU17-WT 10.1-Inch Intel Atom Netbook Computer (Pearl White),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.6,102,"{""RAM"": ""1 GB DDR2"", ""Brand"": ""ASUS"", ""Color"": ""White"", ""Series"": ""Eee PC Seashell"", ""CPU Model"": ""Intel Atom N270"", ""Processor"": ""1.6 GHz intel_atom_n270"", ""Hard Drive"": ""250 GB SATA"", ""Model Name"": ""Eee PC Seashell"", ""Item Weight"": ""2.81 pounds"", ""Screen Size"": ""10.1 Inches"", ""Battery Type"": ""lithium_ion"", ""Memory Speed"": ""1.6 GHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11n"", ""Hard Disk Size"": ""250 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 7 Starter"", ""Hardware Platform"": ""PC"", ""Item model number"": ""1005HA-MU17-WT"", ""Screen Resolution"": ""1024 x 600"", ""Product Dimensions"": ""10.31 x 7.01 x 1.44 inches"", ""Computer Memory Type"": ""DDR2 SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""Intel GMA 950"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1024 x 600 Pixels"", ""Item Dimensions  LxWxH"": ""10.31 x 7.01 x 1.44 inches"", ""Number of USB 2.0 Ports"": ""3"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""1 GB"", ""Standing screen display size"": ""10.1 Inches"", ""Average Battery Life (in hours)"": ""8.5 Hours""}"
B002P3KSKW,Acer Aspire Timeline AS4810TZ-4508 14-Inch Aluminum Laptop - Over 8 Hours of Battery Life (Windows 7 Home Premium),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.3,45,"{""RAM"": ""4 GB DDR3"", ""Brand"": ""acer"", ""Color"": ""Aluminum"", ""Series"": ""Acer Aspire"", ""CPU Model"": ""Intel Pentium Dual-Core"", ""Processor"": ""1.3 GHz pentium_dual_core"", ""Hard Drive"": ""320 GB"", ""Model Name"": ""Acer Aspire"", ""Item Weight"": ""4.4 pounds"", ""Screen Size"": ""14 Inches"", ""Memory Speed"": ""1.3 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11n"", ""Hard Disk Size"": ""320 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 7 Home Premium"", ""Hardware Platform"": ""PC"", ""Item model number"": ""AS4810TZ-4508"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Optical Drive Type"": ""DVD SuperMulti"", ""Product Dimensions"": ""9.5 x 13.3 x 1.1 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""Intel GMA 4500M"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""9.5 x 13.3 x 1.1 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Standing screen display size"": ""14 Inches"", ""Average Battery Life (in hours)"": ""8 Hours""}"
B002P3KVBI,Acer Aspire AS1410-2285 11.6-Inch Black Laptop (Windows 7 Home Premium),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,4.0,20,"{""RAM"": ""2 GB DDR2"", ""Brand"": ""Acer"", ""Color"": ""Black"", ""Series"": ""Acer Aspire"", ""CPU Model"": ""Celeron"", ""Processor"": ""1.2 GHz celeron"", ""Hard Drive"": ""160 GB"", ""Item Weight"": ""3.08 pounds"", ""Screen Size"": ""11.6 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11n"", ""Hard Disk Size"": ""160 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 7 Home Premium"", ""Hardware Platform"": ""PC"", ""Item model number"": ""AS1410-2285"", ""Product Dimensions"": ""8.03 x 11.22 x 1.18 inches"", ""Computer Memory Type"": ""DDR2 SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""Intel GMA 4500M"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1367 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""8.03 x 11.22 x 1.18 inches"", ""Ram Memory Installed Size"": ""2 GB"", ""Standing screen display size"": ""11.6 Inches"", ""Average Battery Life (in hours)"": ""6 Hours""}"
B002P8M6O8,Acer AOD250-1955 10.1-Inch Blue Netbook - Up to 9 Hours of Battery Life,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.3,14,"{""RAM"": ""1 GB DDR2"", ""Brand"": ""acer"", ""Color"": ""Blue"", ""Series"": ""Aspire One"", ""CPU Speed"": ""1.66 GHz"", ""Processor"": ""1.66 GHz"", ""Hard Drive"": ""160 GB"", ""Model Name"": ""Aspire One"", ""Item Weight"": ""2.79 Pounds"", ""Screen Size"": ""10.1 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11b"", ""Hard Disk Size"": ""160 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows XP Home with Service Pack 6"", ""Item model number"": ""AOD250-1955"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""8.04 x 10.17 x 1 inches"", ""Computer Memory Type"": ""DDR2 SDRAM"", ""Date First Available"": ""September 21, 2009"", ""Graphics Coprocessor"": ""Intel GMA 950"", ""Hard Drive Interface"": ""USB"", ""Max Screen Resolution"": ""1366 x 768 pixels"", ""Item Dimensions  LxWxH"": ""8.04 x 10.17 x 1 inches"", ""Graphics Card Description"": ""Integrated"", ""Standing screen display size"": ""10.1 Inches"", ""Average Battery Life (in hours)"": ""9 Hours""}"
B002PAQXCW,ASUS G51J-A1 15.6-Inch Gaming Laptop (Blue),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.1,26,"{""RAM"": ""4 GB DDR3"", ""Brand"": ""ASUS"", ""Color"": ""Blue"", ""Series"": ""G Series G60V"", ""CPU Model"": ""Core i7"", ""Processor"": ""1.6 GHz core_i7"", ""Hard Drive"": ""640 GB"", ""Model Name"": ""G Series G60V"", ""Item Weight"": ""7.26 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""1.6 GHz"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""640 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 7"", ""Flash Memory Size"": ""512"", ""Hardware Platform"": ""PC"", ""Item model number"": ""G51J-A1"", ""Product Dimensions"": ""14.6 x 10.3 x 1.6 inches"", ""Computer Memory Type"": ""SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""NVIDIA GeForce GTX 260M"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""4"", ""Item Dimensions  LxWxH"": ""14.6 x 10.3 x 1.6 inches"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""7200 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""4 Hours""}"
B002PHM0L8,Sony VAIO VGN-NW240F/T 15.5-Inch Brown Laptop (Windows 7 Home Premium),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.6,73,"{""RAM"": ""4 GB DDR2"", ""Brand"": ""Sony"", ""Color"": ""Brown"", ""Series"": ""PCG-7184L"", ""CPU Model"": ""Intel Core 2 Duo"", ""Processor"": ""2.2 GHz intel_core_2_duo"", ""Hard Drive"": ""320 GB"", ""Model Name"": ""PCG-7184L"", ""Item Weight"": ""6 pounds"", ""Screen Size"": ""15.5 Inches"", ""Battery Type"": ""Lithium_ion"", ""Memory Speed"": ""800 MHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11abg, 802.11a/b/g/n, 802.11a"", ""Hard Disk Size"": ""320 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Graphics Media Accelerator"", ""Operating System"": ""Windows 7"", ""Hardware Platform"": ""PC"", ""Item model number"": ""VGN-NW240F/T"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Optical Drive Type"": ""Dvd_rw"", ""Product Dimensions"": ""9.8 x 14.6 x 1.2 inches"", ""Audio-out Ports (#)"": ""2"", ""Computer Memory Type"": ""SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""GMA"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1336 x 768 Pixels"", ""Graphics Card Ram Size"": ""1750 MB"", ""Item Dimensions  LxWxH"": ""9.8 x 14.6 x 1.2 inches"", ""Number of USB 2.0 Ports"": ""3"", ""Graphics Card Description"": ""Graphics Media Accelerator"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.5 Inches"", ""Average Battery Life (in hours)"": ""4 Hours""}"
B002PK1566,Lenovo Ideapad U-450p 14-Inch Black Laptop - Up to 6 Hours of Battery Life (Windows 7 Home Premium),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.3,15,"{""RAM"": ""3 GB DDR3"", ""Brand"": ""Lenovo"", ""Color"": ""Black"", ""Series"": ""IdeaPad"", ""CPU Model"": ""Pentium SU4100"", ""CPU Speed"": ""1.3 GHz"", ""Processor"": ""1.3 GHz Pentium_SU4100"", ""Hard Drive"": ""250 GB SATA"", ""Model Name"": ""IdeaPad"", ""Item Weight"": ""7.1 pounds"", ""Screen Size"": ""14 Inches"", ""Battery Type"": ""Lithium_ion"", ""Memory Speed"": ""1066 MHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Hard Disk Size"": ""250 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Microsoft Windows 7 Home Premium (64 bit)"", ""Hardware Platform"": ""PC"", ""Item model number"": ""33892BU"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Audio-out Ports (#)"": ""1"", ""Computer Memory Type"": ""SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""Intel GMA 4500M"", ""Hard Drive Interface"": ""ATA100"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1336 x 768 Pixels"", ""Graphics Card Description"": ""Integrated"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""14 Inches""}"
B002PY7I3G,Gateway NV5425U 15.6-Inch Black Laptop - Up to 3.5 Hours of Battery Life (Windows 7 Home Premium),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",,,3.5,15,"{""RAM"": ""4 GB DDR2"", ""Brand"": ""Gateway"", ""Color"": ""Black"", ""Processor"": ""2.1 GHz pentium_dual_core"", ""Hard Drive"": ""320 GB"", ""Item Weight"": ""5.84 pounds"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11b"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 7 Home Premium"", ""Hardware Platform"": ""PC"", ""Item model number"": ""NV5425u"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""9.8 x 14.6 x 1.5 inches"", ""Computer Memory Type"": ""SODIMM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""integrated_graphics"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1366 x 768"", ""Item Dimensions  LxWxH"": ""9.8 x 14.6 x 1.5 inches"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""3.5 Hours""}"
B002PY7OJE,Dell Inspiron 11 11.6-Inch Obsidian Black Laptop (Windows 7 Premium) [Discontinued By Manufacturer],"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.5,58,"{""RAM"": ""2 GB DDR3"", ""Brand"": ""Dell"", ""Color"": ""Premium Obsidian Black Finish"", ""Series"": ""Inspiron"", ""CPU Model"": ""Pentium"", ""Processor"": ""1.3 GHz pentium"", ""Hard Drive"": ""250 GB HDD"", ""Model Name"": ""Inspiron"", ""Item Weight"": ""2.98 pounds"", ""Screen Size"": ""11.6 Inches"", ""Battery Type"": ""Lithium_ion"", ""Memory Speed"": ""800 MHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Hard Disk Size"": ""250 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Genuine Windows 7 Home Premium (32-bit)"", ""Hardware Platform"": ""PC"", ""Item model number"": ""iM11-4569OBK"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""8.42 x 11.49 x 1.01 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""Integrated Intel HD Graphics"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1366 x 768 pixels"", ""Item Dimensions  LxWxH"": ""8.42 x 11.49 x 1.01 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""2 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""11.6 Inches"", ""Average Battery Life (in hours)"": ""4 Hours""}"
B002QQ1XS4,SAMSUNG N130-13B 10.1-Inch Slate Blue Netbook - Up to 6.2 Hours of Battery Life,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.3,25,"{""RAM"": ""1 GB DDR2"", ""Brand"": ""SAMSUNG"", ""Color"": ""Blue"", ""Series"": ""N series"", ""CPU Model"": ""Intel Atom N270"", ""Processor"": ""1.6 GHz intel_atom_n270"", ""Hard Drive"": ""160 GB SATA"", ""Model Name"": ""N series"", ""Item Weight"": ""4.5 pounds"", ""Screen Size"": ""10.1 Inches"", ""Battery Type"": ""lithium_ion"", ""Memory Speed"": ""1.6 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn, 802.11b, 802.11b/g"", ""Hard Disk Size"": ""160 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Graphics Media Accelerator950"", ""Operating System"": ""Windows XP Home SP3"", ""Flash Memory Size"": ""160 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""NP-N130-KA04US"", ""Screen Resolution"": ""1024 x 600"", ""Product Dimensions"": ""10.7 x 7.4 x 1.08 inches"", ""Computer Memory Type"": ""SDRAM"", ""Date First Available"": ""September 25, 2009"", ""Graphics Coprocessor"": ""GMA"", ""Hard Drive Interface"": ""ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1024 x 600 Pixels"", ""Item Dimensions  LxWxH"": ""10.7 x 7.4 x 1.08 inches"", ""Graphics Card Description"": ""Graphics Media Accelerator950"", ""Ram Memory Installed Size"": ""1 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""10.1 Inches"", ""Average Battery Life (in hours)"": ""6.2 Hours""}"
B002QQ5YT8,Acer AS5534-1121 15.6-Inch Black Laptop - Up to 3.5 Hours of Battery Life (Windows 7 Home Premium),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.3,10,"{""RAM"": ""4 GB DDR2"", ""Brand"": ""acer"", ""Color"": ""Black"", ""Series"": ""Aspire 5534"", ""Voltage"": ""120 Volts"", ""CPU Model"": ""Athlon"", ""Processor"": ""1.2 GHz athlon"", ""Hard Drive"": ""320 GB SATA"", ""Model Name"": ""Aspire 5534"", ""Item Weight"": ""5.3 pounds"", ""Screen Size"": ""15.6 Inches"", ""Battery Type"": ""lithium_ion"", ""Memory Speed"": ""667 MHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""AMD"", ""Wireless Type"": ""802.11b"", ""Hard Disk Size"": ""320 GB"", ""Processor Brand"": ""AMD"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 7"", ""Hardware Platform"": ""PC"", ""Item model number"": ""AS5534-1121"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Optical Drive Type"": ""HD DVD-ROM / Super Multi"", ""Product Dimensions"": ""10.1 x 14.82 x 1.2 inches"", ""Audio-out Ports (#)"": ""1"", ""Computer Memory Type"": ""SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""ATI Radeon HD 3200"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""10.1 x 14.82 x 1.2 inches"", ""Number of USB 2.0 Ports"": ""3"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""3.5 Hours""}"
B002QUZKYS,Acer AS5738Z-4111 15.6-Inch Blue Laptop (Windows 7 Home Premium),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.3,33,"{""RAM"": ""4 GB DDR2"", ""Brand"": ""Acer"", ""Color"": ""Blue"", ""Series"": ""Acer Aspire"", ""CPU Model"": ""Intel Pentium Dual-Core"", ""Processor"": ""2.1 GHz pentium_dual_core"", ""Hard Drive"": ""320 GB 8"", ""Model Name"": ""Acer Aspire"", ""Item Weight"": ""6.16 pounds"", ""Screen Size"": ""15.6 Inches"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11b"", ""Hard Disk Size"": ""320 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 7 Home Premium"", ""Item model number"": ""AS5738Z-4111"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Optical Drive Type"": ""HD DVD-ROM / Super Multi"", ""Product Dimensions"": ""9.9 x 15.1 x 1.5 inches"", ""Computer Memory Type"": ""SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""Intel GMA 4500M"", ""Hard Drive Interface"": ""USB"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""9.9 x 15.1 x 1.5 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""4 Hours""}"
B002RT93PA,Lenovo Y550P 324156U 15.6-Inch Laptop (Black),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.5,22,"{""RAM"": ""4 GB DIMM"", ""Brand"": ""Lenovo"", ""Color"": ""Grey Kybrd"", ""Series"": ""Ideapad"", ""CPU Model"": ""Core i7"", ""Processor"": ""1.6 GHz core_i7"", ""Hard Drive"": ""500 GB SATA"", ""Model Name"": ""Ideapad"", ""Item Weight"": ""6.06 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""1066 MHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11n"", ""Hard Disk Size"": ""500 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""GeForce GT 240M"", ""Operating System"": ""Windows 7"", ""Hardware Platform"": ""PC"", ""Item model number"": ""3241-56U"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Optical Drive Type"": ""DVD\u00b1R/RW"", ""Product Dimensions"": ""10 x 15.2 x 1 inches"", ""Computer Memory Type"": ""SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""GeForce GT"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""10 x 15.2 x 1 inches"", ""Graphics Card Description"": ""GeForce GT 240M"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""4 Hours""}"
B002SG7LW4,Lenovo Thinkpad SL 410 14-Inch Black Laptop - Up to 4.1 Hours of Battery Life (Windows XP Pro),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.3,15,"{""RAM"": ""2 GB DDR3"", ""Brand"": ""Lenovo"", ""Color"": ""Black"", ""Series"": ""T410"", ""CPU Model"": ""Intel Core 2 Duo"", ""Processor"": ""2 GHz intel_core_2_duo"", ""Hard Drive"": ""160 GB Serial ATA"", ""Model Name"": ""T410"", ""Item Weight"": ""5.11 pounds"", ""Screen Size"": ""14 Inches"", ""Battery Type"": ""Lithium_polymer"", ""Memory Speed"": ""1066 MHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Hard Disk Size"": ""160 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Graphics Media Accelerator4500MHD"", ""Operating System"": ""Windows XP;"", ""Hardware Platform"": ""PC"", ""Item model number"": ""2842-5GU"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""9.17 x 13.5 x 1.26 inches"", ""Computer Memory Type"": ""SDRAM"", ""Date First Available"": ""October 18, 2009"", ""Graphics Coprocessor"": ""GMA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1336 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""9.17 x 13.5 x 1.26 inches"", ""Number of USB 2.0 Ports"": ""3"", ""Graphics Card Description"": ""Graphics Media Accelerator4500MHD"", ""Ram Memory Installed Size"": ""2 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""14 Inches"", ""Average Battery Life (in hours)"": ""4.1 Hours""}"
