parent_asin,title,price,average_rating,rating_number,price_segment,connectivity,form_factor,brand,popularity_score,value_score
B01C81WONO,ienza® Audio Headphone Jack Extender Cable for Trianium Battery Cases (Black),3.95,3.9,51,Budget (<$20),Wired,Unknown,ienza®,0.2900512274961878,1.0102301790281332
B01CALUEJI,"Symphonized ALN Premium Genuine Wood in-Ear Noise-isolating Headphones, Earbuds, Earphones with Mic (White)",24.99,4.2,365,Entry ($20-50),Unknown,Earbuds/In-Ear,Symphonized,0.3203729361722474,5.935866983372922
B01CARPD20,Earphones Plus Memory Foam Earbud Tips - Gray,6.06,4.3,345,Budget (<$20),Unknown,Earbuds/In-Ear,Earphones,0.3303524451737722,1.406032482598608
B01CCZITOY,Qaoquda 3Pcs Cable Tie Cord Organizer Wire Wrap Headset Headphone Earphone Wrap Winder Cute Cartoon Animal Cable Manager,8.99,4.2,82,Budget (<$20),Wired,Unknown,Qaoquda,0.32008298854382433,2.135391923990499
B01CE81ZMC,Arama Walkie Talkie Earpiece Two-Way Radio Headset with PTT and MIC G Shape Adjustable for 2 PIN Kenwood UV-5R BF-F8HP BF-888S Arcshell AR-5 A101K01,,4.0,265,,Unknown,Unknown,Arama,0.30027048117987176,
B01CEFLBAQ,"Panasonic WINGS Wireless Bluetooth In Ear Earbuds Sport Headphones with Mic + Controller RP-BTS30-R (Victory Red), IPX4 Water Resistant",,3.3,99,,Wireless,Earbuds/In-Ear,Panasonic,0.23010040589252811,
B01CF76O46,"Genuine Sennheiser Replacement Headband Pad for SENNHEISER HD650, HD660 S, HD6XX Headphones",24.89,4.7,144,Entry ($20-50),Unknown,Unknown,Genuine,0.3701465106390972,5.284501061571126
B01CG4ZT80,Eoncore 3.5mm Stereo Air Tube Wired Earphone Anti-Radiation Binaural Headsets Noise Isolating Earbuds with MICR. for Mobilephone,,3.5,181,,Wired,Earbuds/In-Ear,Eoncore,0.25018441898627614,
B01CGNB1C4,"JustJamz Bulk Earbuds Bits, 10 Pack of Colorful in-Ear Earbuds, 3.5mm Stereo in-Ear Earphones, Bulk Earbuds, Disposable Headphones, Multi-Color Earphones for Schools, Kids, Classrooms & Libraries",14.99,3.9,452,Budget (<$20),Unknown,Earbuds/In-Ear,JustJamz,0.29046207201561414,3.8337595907928392
B01CHNZHQY,Timibis 6Pcs 4 Pole 3.5mm Male Repair Headphone Stereo Jack Plug Metal Audio Soldering & Spring Connector Adaptor Tool,,4.2,359,,Unknown,Unknown,Timibis,0.32036678887270487,
B01CHS5JSU,Honor Engine Earphone for Honor 5X and Smart Phones– Grey,,3.8,30,,Unknown,Unknown,Honor,0.2800297119477889,
B01CJWVM3U,"Beats By Dr. Dre Monster iBeats In-Ear Earphones, Black(Best Gifts)",,3.9,49,,Unknown,Earbuds/In-Ear,Beats,0.2900491783963403,
B01CK2QRG6,"Earplus Earpod Cover for Apple EarPods - Secure Fit Grip Compatible with iPod touch nano, shuffle,iPhone 6 Earphone Earbuds Headphones - Perfect For Running Exercise Gym and Sports (1B+1W)",,3.8,56,,Unknown,Earbuds/In-Ear,Earplus,0.28005635024580655,
B01CK2QRI4,"Earplus Earpod Cover for Apple AirPods EarPods - Secure Fit Grip Compatible with iPod Touch Nano, Shuffle, iPhone Earphone Earbuds Headphones - Perfect for Running Exercise Gym and Sports (2B+2W)",,3.3,13,,Unknown,Earbuds/In-Ear,Earplus,0.23001229459908507,
B01CK70Q7M,"CASEKING Headphone Stand Headphone Bracket for Bose, Beats, Sony, Philips, Skull Candy, Plantronics, JVC, Gaming, and DJ etc.. Universal Compatibility with All Headphones(Argent)",,4.4,66,,Unknown,Unknown,CASEKING,0.3400665957450442,
B01CKSAKPY,"VEKEFF 1Pair Replacement Ear Pads Earpads for Sony MDR-V55, V500DJ, E95 Headphone",11.99,4.1,52,Budget (<$20),Unknown,Unknown,VEKEFF,0.3100522520461116,2.9172749391727497
B01CL2OEL0,"NewFantasia Replacement Audio Upgrade Cable Compatible with Sennheiser HD598, HD558, HD518, HD598 Cs, HD599, HD569, HD579 Headphones 3meters/9.9feet",17.5,4.4,2679,Budget (<$20),Wired,Unknown,NewFantasia,0.34274374469581975,3.968253968253968
B01CL6NF7A,"YIKO Headphones [UiiSii] Series In-Ear Sport Earphones Waterproof Earbuds with Mic Control for Running, Compatible with PC ,iPhone, iPod, MP3, MP4,Samsung Galaxy, Nokia etc (Gold)",,3.4,29,,Unknown,Earbuds/In-Ear,YIKO,0.24002868739786518,
B01CL9S3UQ,MAXROCK MINi5 Comfort-fit Headphones with Mic Wired Cellphone Earbuds with 3.5mm Jack (Green),,4.2,203,,Wired,Earbuds/In-Ear,MAXROCK,0.32020695908459884,
B01CL9ZXNQ,Natoo Replacement Earpads Ear Pads Pad Cushions for Sennheiser RS110 RS115 HDR120 RS120 HDR110 HDR115 RS100 Headphones,10.99,4.1,236,Budget (<$20),Unknown,Unknown,Natoo,0.31024076923208277,2.67396593673966
B01CM8TG8Y,"Venstone K62 In Ear Noise Isolating Sports Earphones with Microphone and Volume Control, Blue",,3.2,40,,Unknown,Unknown,Venstone,0.22003995744702654,
B01CN7D6EY,"AILIHEN Headphones with Microphone and Volume Control Over ear Noise Isolation Headsets with Detachable Cable for iPhone Android Cellphones ,MP3 ,Laptop,Tablet (Black/Red)",,3.2,110,,Wired,Over-Ear,AILIHEN,0.22011167594168948,
B01CNM13M6,Replacement Audio Cable Cord w/ In-line Remote & Microphone + Original Replacement Leather Pouch Bag for Beats by Dr Dre Headphones Solo Studio Pro Detox Wireless Mixr Executive (Black),,3.8,187,,Wireless,Unknown,Replacement,0.2801905662858187,
B01CPAU3OK,Wireless Headphones,,3.9,77,,Wireless,Unknown,Wireless,0.29007786579420547,
B01CPZ6SDU,"Kidrox Wired Kids Headphones, Volume Limited with Padded Cushions and Removable Size-Adjuster, Safe for Children (Pink)",,3.9,70,,Wired,Unknown,Kidrox,0.29007069394473917,
B01CQDRMWM,MASTER & DYNAMIC ME03B-A High Performance in-Ear Earphones with Separate Remote and Mic.  Black,,4.1,36,,Unknown,Earbuds/In-Ear,MASTER,0.31003585924733146,
B01CQXGKWK,"Sony H.ear on Wireless Noise Cancelling Headphone, Viridian Blue (MDR100ABN/L)",,4.2,250,,Wireless,Unknown,Sony,0.3202551129310154,
B01CT5X1LS,Sentey BULLEX Gunmetal Earbuds Earphones In Ear Headphones Headset In-Line Microphone Stereo Bass for travel running Men Kids Girls Audiophile Sport Gaming Pc Mac Phones Carrying Case Included LS-4240,,4.1,517,,Unknown,Earbuds/In-Ear,Sentey,0.3105286677606583,
B01CTIOSMG,Symphonized NRG Premium Genuine Wood in-Ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Jet Black),,3.6,43,,Unknown,Earbuds/In-Ear,Symphonized,0.26004303109679777,
B01CU4PU1M,KZ ATE S Hi-Fi IEM Sports Headphones with Super Bass and Noise Isolating (Mic Edition),,3.4,31,,Unknown,Unknown,KZ,0.24003073649771267,
B01CU4PUYE,KZ ATE S Hi-Fi IEM Sports Headphones with Super Bass and Noise Isolating (Standard Edition),,3.6,34,,Unknown,Unknown,KZ,0.26003381014748395,
B01CU9XO92,BENWIS Over Ear Headphones H600 Wired Headphone with in-line Mic Stereo Foldable Headset with Hard Carrying Case (Golden),,3.9,25,,Wired,Over-Ear,BENWIS,0.29002458919817015,
B01CUBY23W,"HyperGear Freestyle Wireless In-Ear Earphones/Headphones/Earbuds with Mic for iPad, iPod, Samsung Galaxy",,3.0,20,,Wireless,Earbuds/In-Ear,HyperGear,0.20001946644855137,
B01CULR00E,"RHA S500i: Ultra-Compact, Noise isolating Aluminium in-Ear Headphone",,3.7,559,,Unknown,Earbuds/In-Ear,RHA,0.2705716988574561,
B01CUVFSM6,"Audio-Technica ATH-M50x Closed Back Dynamic Headphones Bundle with Antlion Audio ModMic 4 with Mute Switch, USB Audio Adapter, and Y Splitter for Audio, Mic",,3.9,44,,Unknown,Unknown,Audio-Technica,0.29004405564672153,
B01CWX7QUO,"Besiva Earbuds with Microphone & Volume control,Noise isolation Earphones compatible with Apple/Android(Brown)",,3.0,34,,Unknown,Earbuds/In-Ear,Besiva,0.20003381014748398,
B091L2WL1M,"MOBOSI for AirPods 3rd Generation Case, Cool AirPods 3 Case with Keychain Silicone Shockproof Anti-Slip Protective Cover for Men Women, Rugged AirPod Case for 3 Generation (2021), Green",14.99,4.6,1200,Budget (<$20),Unknown,Earbuds/In-Ear,MOBOSI,0.3612284353585839,3.2516268980477228
B01CZWOOGQ,ROCK Earbuds with Microphone Metal Housing Durable Braided Cable Low Distortion Noise Isolating HiFi Stereo Heavy Bass Wired Stereo in-Ear Earbuds Headphones Headset with 3.5mm Jack (Tarnish),,3.8,286,,Wired,Earbuds/In-Ear,ROCK,0.28029199672827054,
B01D0CEC62,JBL Everest Elite 100 NXTGen Noise-Cancelling Bluetooth In-Ear Headphones Black,,3.5,41,,Wireless,Earbuds/In-Ear,JBL,0.25004098199695024,
B01D0CENO8,JBL Everest Elite 300 NXTGen Noise-Canceling Bluetooth On-Ear Headphones (White),,3.6,45,,Wireless,On-Ear,JBL,0.2600450801966453,
B01D0CGWGK,JBL Everest 100-W Everest 100 Wireless Bluetooth In-Ear Headphones White,,2.6,26,,Wireless,Earbuds/In-Ear,JBL,0.16002561374809393,
B01D32BOV0,"Smatree Charging Case Compatible for Powerbeats 2, Powerbeats 3, Bose Soundsport, Sony WI-C300 Headphones - Hard Shell Storage Travel Bag",,4.4,782,,Unknown,Unknown,Smatree,0.34080017349045383,
B01D34UKV8,Timibis 3 Pole 3.5mm Male 90 Degree Repair Headphone Jack Plug Audio Soldering Spring,,3.7,30,,Unknown,Unknown,Timibis,0.27002971194778896,
B01D352PII,Timibis@ 3.5mm 3 Pole Female Socket Repair Headphone Earphone Jack Stereo Audio Plug Jack Connector Soldering,,3.9,15,,Unknown,Unknown,Timibis@,0.2900143436989326,
B01D3QZ8EK,"Symphonized Wired Earbuds with Microphone - Noise Isolating Headphones with Wire, Ear Buds with Wire, Headphones with Microphone for Computer, Corded Earbuds, Travel Headphones 3.5mm Graduation Gift",29.99,4.2,16592,Entry ($20-50),Wired,Earbuds/In-Ear,Symphonized,0.33699830778504264,7.123515439429928
B01D4ERVGO,SUNGUY Round Carrying Cases for Cellphone Earphone Headset Earbuds Pouch Storage Bags (Black2) …,,4.0,41,,Unknown,Earbuds/In-Ear,SUNGUY,0.3000409819969503,
B01D4TJCB6,"Technical Pro Class-T Stereo Mini Amplifier with Power Supply, Headphone Output & Microphone Input, Silver (MA2020)",34.95,3.9,134,Entry ($20-50),Unknown,Unknown,Technical,0.2901362651398596,8.938618925831204
B01D4ZJZTO,"NewFantasia Replacement Audio Upgrade Cable Compatible with Sennheiser Momentum, Momentum 2.0, HD1 Over-Ear On-Ear Headphones 3meters/9.9feet",17.5,4.4,497,Budget (<$20),Wired,Over-Ear,NewFantasia,0.34050817676218326,3.968253968253968
B01D5RGZBC,"NewFantasia Replacement Upgrade Cable for Audio Technica ATH-M50x, ATH-M40x, ATH-M70x Headphones 3meters/9.9feet",17.5,4.3,1507,Budget (<$20),Wired,Unknown,NewFantasia,0.33154297218517714,4.060324825986079
B01D637T74,1.5m 4.5ft Replacement Audio Upgrade Cable for Bose Around-Ear AE2 AE2i AE2w Headphones by NEW NEOMUSICIA,13.0,4.5,265,Budget (<$20),Wired,Unknown,1.5m,0.35027048117987175,2.8824833702882486
B01D6DMDE8,Nature Replacement Ear Pads Pad Cushions for JVC HA RX300 HA-RX300 Headphones,,4.2,39,,Unknown,Unknown,Nature,0.3200389328971028,
B01D82XXGO,"UGREEN 6.35mm 1/4 Male to 3.5mm 1/8 Female Stereo Headphone Adapter Audio Jack Plug Gold Plated for Speaker Headphone Guitar Digital Piano Amp, 2 Pack",9.99,4.7,14767,Budget (<$20),Unknown,Unknown,UGREEN,0.3851285041741872,2.121019108280255
B01D9MPCUI,ViewHD HDMI Audio Extractor with 5.1CH Decoder + Audio EDID Setting + TOSLINK + 5.1CH RCA Analog + 3.5mm Headphone Outputs | VHD-H2HADi,,3.4,14,,Unknown,Unknown,ViewHD,0.24001331914900884,
B01D9W6X9C,"LANMU 3.5mm Audio Cable Aux Cord Compatible with Skullcandy Crusher, Hesh 3, Hesh 2, Hesh, Venue, Grind Headphones,Male to Male Headphone Wire Stereo Cable with Mic & Volume-4.6ft",7.99,4.2,1974,Budget (<$20),Wired,Unknown,LANMU,0.3220214369995715,1.8978622327790975
B01DA3NE38,FANVERIM 3.5mm Jack Plug Cool Throat Mic Microphone Covert Acoustic Tube Earpiece Headset with Finger PTT Compatible with Mobile Phone Vocal Hands-Free in-Ear Headset/Headphones/Earphones Black,15.99,3.1,114,Budget (<$20),Unknown,Earbuds/In-Ear,FANVERIM,0.2101157741413845,5.141479099678457
B01DA5QYWE,"JBL Under Armour Wireless Headphones, One Size, Black",,3.8,143,,Wireless,Unknown,JBL,0.2801454860891734,
B01DC6NHSA,"Uiisii HM7 in-Ear Metal Earbuds Headphones Wired Heavy Bass Earphones with Microphone for iPhone, iPod, iPad, MP3 Players, Samsung Galaxy, Nexus, BlackBerry etc (Pink)",,4.2,106,,Wired,Earbuds/In-Ear,Uiisii,0.3201075777419945,
B01DEJ3MI0,"Bluetooth Headset,Roman Wireless Bluetooth Earbuds Hands-Free Wireless Headset Noise Cancelling Bluetooth Earpiece with Mic for iPhone Android Cell Phones.",,4.0,14,,Wireless,Earbuds/In-Ear,Bluetooth,0.30001331914900886,
B01DFNGTOY,"SHARKK Lightning Headphones Tear Resistant Cable with Volume Control Apple MFi Certified for use with iPhone, iPads, iPods",,3.0,30,,Wired,Unknown,SHARKK,0.20002971194778896,
B01DFP0RKE,"Sony H.ear in Wireless Headphone, Black (MDREX750BT/B)",139.95,4.1,233,Premium ($100-200),Wireless,Unknown,Sony,0.3102376955823115,34.05109489051095
B01DI34BU0,Wackolee In-ear Universal Headphones with Mic - Black,,3.2,73,,Unknown,Earbuds/In-Ear,Wackolee,0.2200737675945105,
B01DLXB8JO,SENZER SE610 Bass In-ear Headphones Earbuds with Mic & Volume Control for iPhone Smartphones (Black),,3.2,103,,Unknown,Earbuds/In-Ear,SENZER,0.22010450409222318,
B01DMYXFLQ,"SAMSUNG Galaxy Tab E 9.6-inch 16GB Tablet PC Wi-Fi, Black Bundle with 32GB Memory Card, Cleaning Kit, 3 Stylus Pens, Travelocity in-Ear Headphone and Tablet Case",,4.5,105,,Unknown,Earbuds/In-Ear,SAMSUNG,0.3501065531920707,
B01DNWE59S,"Riwbox X7 Comfort-Fit In-Ear Headphones Noise-Isolating Sweatproof Resistant sport Earbuds with In-line Microphone, Universal Volume Control and Secure Earhooks(Silver)",,3.0,43,,Unknown,Earbuds/In-Ear,Riwbox,0.20004303109679777,
B01DP7RU3O,Bleiou 8PCS Multifunctional Adhesive Car Charger Line Clasp Clamp Headphone/USB Cable Car Clip Interior Accessories,,3.7,221,,Wired,Unknown,Bleiou,0.27022540098322645,
B01DPH78TU,Riwbox K6 Stereo Lightweight Foldable Headphones Adjustable Headband Headsets with Microphone 3.5mm for Cellphones Smartphones iPhone Laptop Computer Mp3/4(Pink),,4.3,11,,Unknown,Unknown,Riwbox,0.3300102454992376,
B01DQKS6G0,"Dotz Earbud Case, Protection and Storage for Earbuds, Including Wireless Earbuds, Blue (EBC38M-CBL)",,3.9,128,,Wireless,Earbuds/In-Ear,Dotz,0.29013011784031706,
B01DRQEAZO,Conwork 2-Pack 3.5mm Male to Female Audio Extension Cable Stereo Headphone Cord with Volume Control 3Feet(Black),,3.8,130,,Wired,Unknown,Conwork,0.2801321669401646,
B01DRQEC52,Conwork 2-Pack 3.5mm Male to Male Audio Extension Cable Stereo Headphone Cord with Volume Control 4Feet (Black),,3.5,47,,Wired,Unknown,Conwork,0.2500471292964928,
B01DU87RU4,Schiit Vali 2+ Tube Hybrid Headphone Amp and Preamp (Silver),,4.6,70,,Unknown,Unknown,Schiit,0.3600706939447392,
B01DVG2RKK,Razer Hammerhead Pro v2 Earbuds: Custom-Tuned Dual-Driver Technology - in-Line Mic & Volume Control - Aluminum Frame - 3.5mm Headphone Jack - Green,,4.1,700,,Unknown,Earbuds/In-Ear,Razer,0.31071616039670574,
B01DVG2YWQ,Razer Hammerhead v2 Earbuds: Custom-Tuned Dual-Driver Technology - Aluminum Frame - 3.5mm Headphone Jack - Green,,3.8,183,,Unknown,Earbuds/In-Ear,Razer,0.28018646808612363,
B01DXCKH9U,"Cehensy 5826375 in-Ear Noise Isolation Headphones with Mic On-Ear Earphones Wired Earbuds Dual Dynamic Drivers, Hi-Fi Stereo Bass Headphones for iPhone, iPod, iPad, Samsung and Other Android Phones",,3.3,61,,Wired,Earbuds/In-Ear,Cehensy,0.23006147299542537,
B01DXICKVM,"Bluetooth Headset, Samnyte V4.1 Hands Free Bluetooth Earpiece with Microphone Wireless Earbud Car Headphones for Office Driving iPhone Samsung Android",,3.2,25,,Wireless,Earbuds/In-Ear,Bluetooth,0.2200245891981702,
B01DY0NRCA,Mudder Headphone/Headset Ear Pad Replacement for Bose Around Ear AE1/ Triport 1 TP-1 Headphones,9.99,4.5,490,Budget (<$20),Unknown,Unknown,Mudder,0.3505010049127169,2.215077605321508
B01DZOB5DS,"Huawei Active Noise Cancelling (ANC) Customizable Ergonomic in-Ear Headphones, Gold (US Warranty)",,3.3,85,,Unknown,Earbuds/In-Ear,Huawei,0.2300860621935955,
B01E524URC,"FIIL Bluetooth Headphones, Wireless 4.1 Magnetic Earbuds In-Ear Stereo Earphones Running headsets,IPX4 Sweatproof Secure Fit for Sports with Built-in Noise Cancelling Mic (Red)",,3.9,36,,Wireless,Earbuds/In-Ear,FIIL,0.29003585924733144,
B01E639WSW,Tascam DP-008EX 8-Track Digital Pocket studio Along with Samson Studio Headphones And Deluxe Bundle,,4.5,34,,Unknown,Unknown,Tascam,0.35003381014748397,
B01E6N31NY,Bingle 2 Pin Covert Earpiece Headset for Kenwood with Air Acoustic Tube Push to Talk and Mic for HYT Puxing Wouxun Baofeng 2 Way Radio(MRT-KT2),,4.2,257,,Unknown,Unknown,Bingle,0.3202622847804817,
B01E6OUIZW,"Audio-Technica ATH-CKX5iSRD SonicFuel In-Ear Headphones with In-Line Mic & Control, Blue",,3.6,135,,Unknown,Earbuds/In-Ear,Audio-Technica,0.2601372896897834,
B01E6PHUY8,"Audio-Technica ATH-SR5BTWH Bluetooth Wireless On-Ear High-Resolution Audio Headphones, White",89.99,4.2,539,Mid-Range ($50-100),Wireless,On-Ear,Audio-Technica,0.320551207858981,21.375296912114013
B01E91RAU8,"Sony Wireless RF Headphones, Zonoz 6FT Stereo Audio Y Cable Splitter & Worldwide Voltage 110V/220V AC Adapter, Zonoz International Two-Prong Round Pin Plug Adapter (Bundle)",,3.9,89,,Wireless,Unknown,Sony,0.29009016039329055,
B01E9M9FYQ,"Premium Mono Headset Flat Wired Single Earphone Earbud Mic for iPhone 6 6S Plus, 5S 5C SE - Samsung Galaxy S8, S8+, S7, S6, Edge, Edge+, S5, S4, S3, Active, Note 5 4 3 2 - LG G3 G4 G6 V20",19.99,3.3,40,Budget (<$20),Wired,Earbuds/In-Ear,Premium,0.2300399574470265,6.039274924471299
B01EFNWZZ0,"HAVIT Bluetooth 4.0 USB Dongle Adapter, Wireless Receiver, Low Energy, for PC,Stereo Headphones,Cell Phones,Speaker (HV-888)",,3.7,97,,Wireless,Unknown,HAVIT,0.2700983567926806,
B01EGAKEQ4,Wireless in-Ear Headphones Sweatproof Earbuds with Microphone for Phone Calls - Best Headset Earphones for Running Exercise Sport Gym on iPhone 6 6s Plus 5C 5S Android Samsung Galaxy S6 S5,,3.7,204,,Wireless,Earbuds/In-Ear,Wireless,0.2702079836345226,
B01EH9YYPG,Bluedio Wireless Bluetooth V5.0 Stereo Headphones with Mic (HT Turbine White ),30.99,4.2,147,Entry ($20-50),Wireless,Unknown,Bluedio,0.32014958428886847,7.36104513064133
B01EHCE4VM,"Timibis Headphone Replacement Headband Cover for Bose, AKG, Sennheiser, Sony, Beats, Audio-Technica Comfort Cushion/Top Pad Protector (Black)",,4.3,78,,Unknown,Unknown,Timibis,0.33007889034412924,
B01EHIQASQ,Jaybird - Freedom F5 In-Ear Wireless Headphones - Carbon,39.99,3.5,964,Entry ($20-50),Wireless,Earbuds/In-Ear,Jaybird,0.2509866415765774,11.393162393162394
B01EHM1BH2,"Shure Sound Isolating Earphones and FiiO Amp Bundles (Clear 215-CL, FiiO A1 Silver + 32gb Memory Card)",,3.2,18,,Unknown,Unknown,Shure,0.2200174173487039,
B01EHWLIU2,"Wackolee EARPAD2I Replacement EarPad Cushions Compatible for Bose Quiet Comfort 2 Qc2, 15 Qc15, 25 Qc25, Ae2, Ae2I, Ae2W Headphone, Black",,4.1,23,,Unknown,Unknown,Wackolee,0.31002254009832264,
B01EHWLIV6,"Wackolee Replacement Earpad/Pad Cushions Compatible for Bose Headphone, Brown",,3.9,26,,Unknown,Unknown,Wackolee,0.2900256137480939,
B01EIB2P22,Musical Paradise MP-301 MK3 Mini Tube Amplifier with Headphone Output (Deluxe Version),,4.0,14,,Unknown,Unknown,Musical,0.30001331914900886,
B01EIXFGUI,"TNP Digital Voice Recorder w/Playback, Rechargeable Voice Activated Dictaphone w/Noise-Reduction Stereo Mic 8GB, Includes Call Recording Adapter, Headphone - MP3 / WAV/FM Radio Player for Lectures",,3.8,34,,Unknown,Unknown,TNP,0.2800338101474839,
B01EJ1XVV0,Set 6pcs SML Earbuds 4pcs Good Earhooks for Plantronics Voyager Edge Mobile Headphones Wireless Headset Earloops Earclips Small Medium Large Eargels Eartips Ear Hook Loop Clip Bud Gel (Clear 2sets),,4.1,136,,Wireless,Earbuds/In-Ear,Set,0.3101383142397071,
B01EJ5J552,GrinagainGoods Headphone Headset,,3.4,53,,Unknown,Unknown,GrinagainGoods,0.24005327659603531,
B01EL00GA8,"ROCK [Mucu] Earbuds Runner Sport In-Ear Headset Earphones with Mic Microphone and Volume Control, Sweatproof Lightweight Running Gym Headphones 3.5mm Gold-Plated Plug Jack - Red",,2.9,24,,Unknown,Earbuds/In-Ear,ROCK,0.1900235646482464,
B01EL7TJ9A,"Sades G5 Gaming Headset Stereo PC Computer Headphones with Microphone,Over Ear Noise Canceling 3.5mm Jack for PS4 New Xbox One Mac Gamer,Black/Blue",,3.8,102,,Unknown,Over-Ear,Sades,0.28010347954229936,
B01EM42RK0,"SoundBot SB273 Premium HD Stereo Bluetooth Wireless Headset Headphone for Music Streaming & Hands-Free Call Talking w/ 40mm Driver, 6Hrs Music Time, 8Hrs Talk Time, 125Hrs Standby Time, Built-in Mic",,2.9,53,,Wireless,Unknown,SoundBot,0.19005327659603533,
B01EMTRF4I,"CAILLU Cord Organizer Headset Headphone Earphone Wrap Winder,Power Cord Manager,Cable Ties,Cable Winder with Genuine Leather Handmade Cord Taco 5-Pack",,4.0,44,,Wired,Unknown,CAILLU,0.3000440556467216,
B01EOF9A5M,"BASN In-ear Earphones with Remote and Microphone Noise Isolating Stereo Headphones DEEP BASS for iPhone, iPad, iPod, Samsung, Noika, HTC",,3.0,13,,Unknown,Earbuds/In-Ear,BASN,0.2000122945990851,
B01ERY9BIQ,"AudioQuest Dragonfly Red Mobile Bundle With DragonFly Red (Portable USB Preamp, Headphone Amp/DAC) And Lightning To USB Camera Adapter for Connection With Select iPhones, iPads, iPods",,4.3,17,,Unknown,Unknown,AudioQuest,0.33001639279878014,
B01ESIHZJS,"CableCreation Audio Extension Cable, 3 Feet 3.5mm Male to Female Stereo Aux Cord Gold Plated Compatible Headphones, Home Car Stereos, Smartphones, MP3 Player, Speakers, Rose Gold",,4.1,171,,Wired,Unknown,CableCreation,0.3101741734870386,
